"SURVEY_ID","INSPECTION_TYPE","DEFICIENCY","SEVERITY","RESIDENTS_AFFECTED","SQC","REG_SET_ID","TAG_NUMBER","CORRECTION_DATE","IS_COMPLAINT","SUPPRESS_ON_INSPECTION_TAB"
"K8PT","Health","DEVELOP/IMPLEMENT ABUSE/NEGLECT POLICIES","2","1","0","FF11","0607","02/28/2020","0","0"
"K8PT","Health","TREATMENT/SVCS TO PREVENT/HEAL PRESSURE ULCER","2","1","0","FF11","0686","02/28/2020","0","0"
"K8PT","LSC","EGRESS DOORS","2","2","0","K307","0222","02/28/2020","0","0"
"K8PT","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","1","0","K307","0372","02/28/2020","0","0"
"K932","Health","BOWEL/BLADDER INCONTINENCE, CATHETER, UTI","2","1","0","FF11","0690","03/02/2018","0","0"
"K932","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","1","0","FF11","0656","03/02/2018","0","0"
"K932","Health","HEALTH PROVIDER NETWORK ACCESS AND REPORTING","1","3","0","4FGA","4077","03/02/2018","0","0"
"K932","Health","INVESTIGATE/PREVENT/CORRECT ALLEGED VIOLATION","2","1","0","FF11","0610","03/02/2018","0","0"
"K932","Health","MENUS MEET RESIDENT NDS/PREP IN ADV/FOLLOWED","2","1","0","FF11","0803","03/02/2018","0","0"
"K932","Health","NUTRITION/HYDRATION STATUS MAINTENANCE","2","1","0","FF11","0692","03/02/2018","0","0"
"K932","Health","PERSONAL PRIVACY/CONFIDENTIALITY OF RECORDS","2","1","0","FF11","0583","03/02/2018","0","0"
"K932","LSC","DEVELOPMENT OF COMMUNICATION PLAN","1","3","0","EP01","0029","03/02/2018","0","0"
"K932","LSC","ELECTRICAL EQUIPMENT - TESTING AND MAINTENANC","2","2","0","K307","0921","03/02/2018","0","0"
"K932","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","1","3","0","K307","0916","03/02/2018","0","0"
"K932","LSC","EP PROGRAM PATIENT POPULATION","1","3","0","EP01","0007","03/02/2018","0","0"
"K932","LSC","EP TESTING REQUIREMENTS","1","3","0","EP01","0039","03/02/2018","0","0"
"K96H","Health","DISCHARGE SUMMARY","2","1","0","FF11","0661","05/22/2018","1","0"
"K96H","Health","PREPARATION FOR SAFE/ORDERLY TRANSFER/DSCHRG","2","1","0","FF11","0624","05/22/2018","1","0"
"K9CB","Health","ACCURACY OF ASSESSMENTS","2","1","0","FF11","0641","04/25/2018","0","0"
"K9CB","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","1","0","FF11","0656","04/25/2018","0","0"
"K9CB","Health","PERSONAL PRIVACY/CONFIDENTIALITY OF RECORDS","2","1","0","FF11","0583","04/25/2018","0","0"
"K9CB","Health","QUALIFIED PERSONS","2","1","0","FF11","0659","04/25/2018","0","0"
"K9CB","LSC","DISCHARGE FROM EXITS","1","2","0","K307","0271","05/25/2018","0","1"
"K9CB","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","05/25/2018","0","0"
"K9CB","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","1","2","0","K307","0225","05/25/2018","0","1"
"K9CB","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","1","0","K307","0372","05/25/2018","0","0"
"K9CB","LSC","VERTICAL OPENINGS - ENCLOSURE","1","2","0","K307","0311","05/25/2018","0","1"
"KC9D","Health","PHARMACY SRVCS/PROCEDURES/PHARMACIST/RECORDS","2","1","0","FF11","0755","06/18/2019","1","0"
"KC9D","Health","SUFFICIENT NURSING STAFF","2","1","0","FF11","0725","06/18/2019","1","0"
"KD2F","Health","PROTECTION/MANAGEMENT OF PERSONAL FUNDS","2","1","0","FF11","0567",".","0","0"
"KD2F","Health","REPORTING OF ALLEGED VIOLATIONS","2","1","0","FF11","0609",".","0","0"
"KD2F","LSC","ALCOHOL BASED HAND RUB DISPENSER (ABHR)","2","1","0","K307","0325",".","0","0"
"KD2F","LSC","HAZARDOUS AREAS - ENCLOSURE","2","2","0","K307","0321",".","0","0"
"KD2F","LSC","SPRINKLER SYSTEM - INSTALLATION","2","1","0","K307","0351",".","0","0"
"KD4N","LSC","CORRIDORS - CONSTRUCTION OF WALLS","2","1","0","K307","0362","08/20/2018","0","0"
"KD4N","LSC","ILLUMINATION OF MEANS OF EGRESS","1","3","0","K307","0281","08/20/2018","0","0"
"KD4N","LSC","SMOKING REGULATIONS","2","1","0","K307","0741","08/20/2018","0","0"
"KD4N","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","08/20/2018","0","0"
"KD4N","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","2","2","0","K307","0225","08/20/2018","0","0"
"KDCZ","Health","BASELINE CARE PLAN","2","1","0","FF11","0655","06/07/2019","0","0"
"KDCZ","Health","DISPOSE GARBAGE AND REFUSE PROPERLY","2","1","0","FF11","0814","06/16/2019","0","0"
"KDCZ","Health","DRUG REGIMEN REVIEW, REPORT IRREGULAR, ACT ON","2","1","0","FF11","0756","05/31/2019","0","0"
"KDCZ","Health","INFECTION PREVENTION & CONTROL","2","1","0","FF11","0880","06/07/2019","0","0"
"KDCZ","Health","PERSONAL FOOD POLICY","2","1","0","FF11","0813","06/14/2019","0","0"
"KDCZ","Health","RESPONSIBILITIES OF PROVIDERS; REQUIRED NOTIF","1","3","0","TEST","1022","06/16/2019","0","0"
"KDCZ","LSC","ELECTRICAL SYSTEMS - MAINTENANCE AND TESTING","2","3","0","K307","0914","06/16/2019","0","0"
"KDCZ","LSC","EP TESTING REQUIREMENTS","2","2","0","EP01","0039","06/16/2019","0","0"
"KDCZ","LSC","MAINTENANCE, INSPECTION & TESTING - DOORS","2","2","0","K307","0761","06/16/2019","0","0"
"KDCZ","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","2","0","K307","0353","06/16/2019","0","0"
"KDCZ","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0372",".","0","1"
"KDCZ","LSC","UTILITIES - GAS AND ELECTRIC","2","2","0","K307","0511","06/16/2019","0","0"
"KDCZ","LSC","VERTICAL OPENINGS - ENCLOSURE","2","2","0","K307","0311","06/16/2019","0","0"
"KDD2","Health","CARE PLAN TIMING AND REVISION","2","1","0","FF11","0657","12/31/2019","0","0"
"KDD2","Health","DRUG REGIMEN REVIEW, REPORT IRREGULAR, ACT ON","2","2","0","FF11","0756","12/31/2019","0","0"
"KDD2","Health","FREE FROM UNNEC PSYCHOTROPIC MEDS/PRN USE","2","1","0","FF11","0758","12/31/2019","0","0"
"KDD2","Health","INFECTION CONTROL","1","3","0","ZT1N","210","12/31/2019","0","0"
"KDD2","Health","NUTRITION/HYDRATION STATUS MAINTENANCE","2","1","0","FF11","0692","12/31/2019","0","0"
"KDD2","Health","QUALITY OF CARE","2","1","0","FF11","0684","12/31/2019","0","0"
"KDD2","Health","RESIDENT/FAMILY GROUP AND RESPONSE","2","1","0","FF11","0565","12/31/2019","0","0"
"KDD2","Health","TREATMENT/DEVICES TO MAINTAIN HEARING/VISION","2","1","0","FF11","0685","12/31/2019","0","0"
"KDD2","LSC","DEVELOP EP PLAN, REVIEW AND UPDATE ANNUALLY","1","3","0","EP01","0004","12/31/2019","0","0"
"KDD2","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","2","0","K307","0918","12/31/2019","0","0"
"KDD2","LSC","FIRE DRILLS","2","2","0","K307","0712","12/31/2019","0","0"
"KELM","Health","CRIMINAL HISTORY RECORD CHECK PROCESS","2","2","0","E3BP","0722","03/25/2019","0","0"
"KELM","Health","DEPARTMENT CRIMINAL HISTORY REVIEW","2","1","0","E3BP","0818","03/25/2019","0","0"
"KELM","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","2","0","FF11","0656","03/25/2019","1","0"
"KELM","Health","DISPOSE GARBAGE AND REFUSE PROPERLY","2","1","0","FF11","0814","03/25/2019","0","0"
"KELM","Health","DRUG REGIMEN REVIEW, REPORT IRREGULAR, ACT ON","2","2","0","FF11","0756","03/25/2019","0","0"
"KELM","Health","ESSENTIAL EQUIPMENT, SAFE OPERATING CONDITION","2","1","0","FF11","0908","03/25/2019","0","0"
"KELM","Health","FOOD PROCUREMENT,STORE/PREPARE/SERVE-SANITARY","2","2","0","FF11","0812","03/25/2019","0","0"
"KELM","Health","INFECTION CONTROL","2","2","0","ZT1N","210","03/25/2019","0","0"
"KELM","Health","INFECTION PREVENTION & CONTROL","2","2","0","FF11","0880","03/25/2019","0","0"
"KELM","Health","NOTICE OF BED HOLD POLICY BEFORE/UPON TRNSFR","2","1","0","FF11","0625","03/25/2019","0","0"
"KELM","Health","NOTICE REQUIREMENTS BEFORE TRANSFER/DISCHARGE","2","1","0","FF11","0623","03/25/2019","0","0"
"KELM","Health","PERSONAL FOOD POLICY","2","1","0","FF11","0813","03/25/2019","0","0"
"KELM","Health","QRTLY ASSESSMENT AT LEAST EVERY 3 MONTHS","2","2","0","FF11","0638","03/25/2019","0","0"
"KELM","Health","SAFE/CLEAN/COMFORTABLE/HOMELIKE ENVIRONMENT","2","2","0","FF11","0584","03/25/2019","1","0"
"KELM","Health","SAFE/FUNCTIONAL/SANITARY/COMFORTABLE ENVIRON","2","2","0","FF11","0921","03/25/2019","1","0"
"KELM","Health","TREATMENT/SERVICE FOR DEMENTIA","2","2","0","FF11","0744","03/25/2019","0","0"
"KELM","LSC","ELECTRICAL EQUIPMENT - TESTING AND MAINTENANC","2","2","0","K307","0921","03/13/2019","0","0"
"KELM","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","2","0","K307","0916","03/25/2019","0","0"
"KELM","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","2","0","K307","0918","01/24/2019","0","0"
"KELM","LSC","MAINTENANCE, INSPECTION & TESTING - DOORS","2","2","0","K307","0761","04/22/2019","0","0"
"KELM","LSC","POLICIES/PROCEDURES-VOLUNTEERS AND STAFFING","2","1","0","EP01","0024","04/23/2019","0","0"
"KELM","LSC","ROLES UNDER A WAIVER DECLARED BY SECRETARY","2","2","0","EP01","0026","04/23/2019","0","0"
"KELM","LSC","SPRINKLER SYSTEM - INSTALLATION","2","1","0","K307","0351","04/19/2019","0","0"
"KELM","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","04/22/2019","0","0"
"KELM","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0372","04/23/2019","0","0"
"KELM","LSC","UTILITIES - GAS AND ELECTRIC","2","2","0","K307","0511","04/22/2019","0","0"
"KELM","LSC","VERTICAL OPENINGS - ENCLOSURE","2","2","0","K307","0311","04/24/2019","0","0"
"KFFJ","Health","DEVELOP/IMPLEMENT ABUSE/NEGLECT POLICIES","2","1","0","FF11","0607","03/25/2020","0","0"
"KFFJ","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","2","1","0","FF11","0689","03/25/2020","0","0"
"KFFJ","Health","RESPONSIBILITIES OF PROVIDERS; REQUIRED NOTIF","1","1","0","E3BP","1022",".","0","1"
"KFFJ","LSC","ELECTRICAL EQUIPMENT - TESTING AND MAINTENANC","2","2","0","K307","0921","03/25/2020","0","0"
"KFFJ","LSC","FIRE ALARM SYSTEM - TESTING AND MAINTENANCE","2","1","0","K307","0345","03/25/2020","0","0"
"KGJF","Health","FOOD PROCURE, STORE/PREPARE/SERVE - SANITARY","2","1","0","FF10","0371","10/31/2017","0","0"
"KGJF","LSC","SMOKING REGULATIONS","2","1","0","K307","0741","12/04/2017","0","0"
"KGN8","Health","CRIMINAL HISTORY RECORD CHECK PROCESS","1","2","0","E3BP","0704","07/07/2017","0","0"
"KGN8","Health","CRIMINAL HISTORY RECORD CHECK PROCESS","2","1","0","E3BP","0722","07/07/2017","0","0"
"KGN8","Health","DENTAL SERVICES","2","1","0","ZT1N","190","08/04/2017","0","0"
"KGN8","Health","DRUG REGIMEN IS FREE FROM UNNECESSARY DRUGS","2","1","0","FF10","0329","08/04/2017","0","0"
"KGN8","Health","ESSENTIAL EQUIPMENT, SAFE OPERATING CONDITION","2","2","0","FF10","0456","06/30/2017","0","0"
"KGN8","Health","NOTIFY OF CHANGES (INJURY/DECLINE/ROOM, ETC)","2","1","0","FF10","0157","08/04/2017","1","0"
"KGN8","Health","QAA COMMITTEE-MEMBERS/MEET QUARTERLY/PLANS","2","2","0","FF10","0520","08/04/2017","0","0"
"KGN8","Health","WAIVER-RN 8 HRS 7 DAYS/WK, FULL-TIME DON","2","3","0","FF10","0354","08/04/2017","0","0"
"KGN8","LSC","AISLE, CORRIDOR, OR RAMP WIDTH","2","2","0","K307","0232","06/30/2017","0","0"
"KGN8","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","1","0","K307","0916","08/04/2017","0","1"
"KGN8","LSC","HAZARDOUS AREAS - ENCLOSURE","2","2","0","K307","0321","07/07/2017","0","0"
"KGN8","LSC","PROTECTION - OTHER","2","2","0","K307","0300","08/17/2017","0","0"
"KGN8","LSC","SPRINKLER SYSTEM - INSTALLATION","2","2","0","K307","0351","06/30/2017","0","0"
"KGN8","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","2","2","0","K307","0225","08/04/2017","0","0"
"KGN8","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0372","08/04/2017","0","0"
"KH9M","Health","COMPETENT NURSING STAFF","2","1","0","FF11","0726","04/05/2020","0","0"
"KH9M","Health","NOTICE OF BED HOLD POLICY BEFORE/UPON TRNSFR","1","2","0","FF11","0625","04/05/2020","0","0"
"KH9M","Health","NOTICE REQUIREMENTS BEFORE TRANSFER/DISCHARGE","1","2","0","FF11","0623","04/05/2020","0","0"
"KH9M","Health","QUALITY OF CARE","2","1","0","FF11","0684","04/05/2020","0","0"
"KH9M","Health","SELF-DETERMINATION","2","1","0","FF11","0561","04/05/2020","0","0"
"KHIN","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","3","1","0","FF11","0689","01/06/2020","1","0"
"KHIN","Health","INVESTIGATE/PREVENT/CORRECT ALLEGED VIOLATION","2","1","0","FF11","0610","01/06/2020","1","0"
"KHVS","Health","REPORTING OF ALLEGED VIOLATIONS","2","1","0","FF11","0609","10/15/2019","1","0"
"KIAH","Health","DIGNITY AND RESPECT OF INDIVIDUALITY","2","1","0","FF10","0241","07/17/2017","0","0"
"KIAH","Health","FOOD PROCURE, STORE/PREPARE/SERVE - SANITARY","2","1","0","FF10","0371","07/17/2017","0","0"
"KIAH","Health","INFECTION CONTROL, PREVENT SPREAD, LINENS","2","1","0","FF10","0441","07/17/2017","0","0"
"KIAH","Health","NG TREATMENT/SERVICES - RESTORE EATING SKILLS","2","1","0","FF10","0322","07/17/2017","0","0"
"KIAH","Health","PHYSICIAN VISITS - REVIEW CARE/NOTES/ORDERS","2","2","0","FF10","0386","07/17/2017","0","0"
"KIAH","Health","RES RECORDS-COMPLETE/ACCURATE/ACCESSIBLE","2","1","0","FF10","0514","07/17/2017","0","0"
"KIAH","LSC","BUILDING CONSTRUCTION TYPE AND HEIGHT","2","1","0","K307","0161","08/02/2017","0","0"
"KIAH","LSC","EGRESS DOORS","2","1","0","K307","0222","08/02/2017","0","0"
"KIAH","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","1","0","K307","0915","08/02/2017","0","0"
"KIAH","LSC","EMERGENCY LIGHTING","2","1","0","K307","0291","08/02/2017","0","0"
"KIAH","LSC","HVAC","2","2","0","K307","0521","10/16/2017","0","0"
"KIAH","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","08/02/2017","0","0"
"KIWK","Health","INFECTION PREVENTION & CONTROL","2","2","0","FF11","0880","07/09/2020","1","0"
"KIWK","Health","OTHER LAWS, CODES, RULES AND REGULATIONS.","2","1","0","4FGA","4005","07/09/2020","1","0"
"KIWK","Health","POLICIES/PROCEDURES-VOLUNTEERS AND STAFFING","2","1","0","EP01","0024","07/09/2020","1","0"
"KJ57","LSC","DISCHARGE FROM EXITS","2","1","0","K307","0271","12/28/2017","0","0"
"KJ57","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","3","0","K307","0916","12/28/2017","0","0"
"KJ57","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","3","0","K307","0353","12/20/2017","0","0"
"KJPS","Health","PROVIDE CARE/SERVICES FOR HIGHEST WELL BEING","2","1","0","FF10","0309","10/18/2017","1","0"
"KKBN","Health","BOWEL/BLADDER INCONTINENCE, CATHETER, UTI","2","1","0","FF11","0690","08/17/2018","0","0"
"KKBN","Health","ENCODING/TRANSMITTING RESIDENT ASSESSMENTS","2","1","0","FF11","0640","08/17/2018","0","0"
"KKBN","Health","LABEL/STORE DRUGS AND BIOLOGICALS","2","1","0","FF11","0761","08/17/2018","0","0"
"KKBN","LSC","ELECTRICAL EQUIPMENT - TESTING AND MAINTENANC","2","2","0","K307","0921","06/29/2018","0","0"
"KKBN","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","3","0","K307","0916","07/27/2018","0","0"
"KKBN","LSC","FIRE DRILLS","2","2","0","K307","0712","06/29/2018","0","0"
"KKBN","LSC","FUNDAMENTALS - BUILDING SYSTEM CATEGORIES","2","3","0","K307","0901","07/20/2018","0","0"
"KKBN","LSC","GAS AND VACUUM PIPED SYSTEMS - INSPECTION AND","2","2","0","K307","0908","06/27/2018","0","0"
"KKBN","LSC","GAS AND VACUUM PIPED SYSTEMS - MAINTENANCE PR","2","3","0","K307","0907","07/20/2018","0","0"
"KKBN","LSC","MULTIPLE OCCUPANCIES - CONSTRUCTION TYPE","2","2","0","K307","0133","06/29/2018","0","0"
"KKBN","LSC","ROLES UNDER A WAIVER DECLARED BY SECRETARY","1","3","0","EP01","0026","06/29/2018","0","0"
"KKBN","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0372","06/29/2018","0","0"
"KKPN","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","1","0","FF11","0656","11/15/2019","1","0"
"KKPN","Health","FREE FROM ABUSE AND NEGLECT","3","1","0","FF11","0600","11/15/2019","1","0"
"KKPN","Health","REPORTING OF ALLEGED VIOLATIONS","2","1","0","FF11","0609","11/15/2019","1","0"
"KL7O","Health","NOTIFY OF CHANGES (INJURY/DECLINE/ROOM, ETC)","2","1","0","FF10","0157","01/22/2018","1","0"
"KL7O","Health","PHYSICIAN VISITS - REVIEW CARE/NOTES/ORDERS","2","1","0","FF10","0386","01/22/2018","1","0"
"KL7O","Health","PROVIDE CARE/SERVICES FOR HIGHEST WELL BEING","3","1","0","FF10","0309","01/22/2018","1","0"
"KL7O","Health","RES RECORDS-COMPLETE/ACCURATE/ACCESSIBLE","2","1","0","FF10","0514","01/22/2018","1","0"
"KL7O","Health","RIGHT TO ACCESS/PURCHASE COPIES OF RECORDS","2","1","0","FF10","0153","01/22/2018","1","0"
"KL7O","Health","SERVICES PROVIDED MEET PROFESSIONAL STANDARDS","2","1","0","FF10","0281","01/22/2018","1","0"
"KM5K","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","2","1","0","FF10","0323","02/03/2017","1","0"
"KMHL","Health","ADL CARE PROVIDED FOR DEPENDENT RESIDENTS","2","1","0","FF11","0677","06/29/2020","0","0"
"KMHL","Health","CRIMINAL HISTORY RECORD CHECK PROCESS","2","1","0","E3BP","0722","06/29/2020","0","0"
"KMHL","Health","DEPARTMENT CRIMINAL HISTORY REVIEW","2","1","0","E3BP","0808","06/29/2020","0","0"
"KMHL","Health","ESSENTIAL EQUIPMENT, SAFE OPERATING CONDITION","1","2","0","FF11","0908","06/29/2020","0","0"
"KMHL","Health","INCREASE/PREVENT DECREASE IN ROM/MOBILITY","2","1","0","FF11","0688","06/29/2020","0","0"
"KMHL","Health","INFECTION CONTROL","1","2","0","ZT1N","210","06/29/2020","0","0"
"KMHL","Health","INFECTION PREVENTION & CONTROL","2","2","0","FF11","0880","06/29/2020","0","0"
"KMHL","Health","INVESTIGATE/PREVENT/CORRECT ALLEGED VIOLATION","2","1","0","FF11","0610","06/29/2020","1","0"
"KMHL","Health","NURSE AIDE PEFORM REVIEW-12 HR/YR IN-SERVICE","1","2","0","FF11","0730","06/29/2020","0","0"
"KMHL","Health","RESPONSIBILITIES OF PROVIDERS; REQUIRED NOTIF","1","2","0","TEST","1022","06/29/2020","0","0"
"KMHL","Health","SAFE/CLEAN/COMFORTABLE/HOMELIKE ENVIRONMENT","1","2","0","FF11","0584","06/29/2020","0","0"
"KMHL","Health","SELF-DETERMINATION","2","2","0","FF11","0561","06/29/2020","0","0"
"KMHL","Health","TUBE FEEDING MGMT/RESTORE EATING SKILLS","2","1","0","FF11","0693","06/29/2020","0","0"
"KMHL","LSC","BUILDING CONSTRUCTION TYPE AND HEIGHT","2","2","0","K307","0161",".","0","1"
"KMHL","LSC","COOKING FACILITIES","2","1","0","K307","0324","06/29/2020","0","0"
"KMHL","LSC","FIRE ALARM SYSTEM - TESTING AND MAINTENANCE","2","2","0","K307","0345","06/29/2020","0","0"
"KMHL","LSC","FIRE DRILLS","2","2","0","K307","0712","06/29/2020","0","0"
"KMHL","LSC","GAS EQUIPMENT - CYLINDER AND CONTAINER STORAG","2","2","0","K307","0923","06/29/2020","0","0"
"KMHL","LSC","LTC AND ICF/IID SHARING PLAN WITH PATIENTS","1","3","0","EP01","0035","06/29/2020","0","0"
"KMHL","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","2","1","0","K307","0225","06/29/2020","0","0"
"KMHL","LSC","VERTICAL OPENINGS - ENCLOSURE","2","1","0","K307","0311","06/29/2020","0","0"
"KNFR","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","1","0","FF11","0656","02/01/2018","0","0"
"KNFR","Health","FOOD PROCUREMENT,STORE/PREPARE/SERVE-SANITARY","2","1","0","FF11","0812","02/01/2018","0","0"
"KNFR","LSC","GAS EQUIPMENT - CYLINDER AND CONTAINER STORAG","2","1","0","K307","0923","01/16/2018","0","0"
"KNFR","LSC","HVAC","2","1","0","K307","0521","01/16/2018","0","0"
"KOWW","Health","NOTICE REQUIREMENTS BEFORE TRANSFER/DISCHARGE","2","1","0","FF11","0623","08/13/2020","1","0"
"KOWW","Health","OTHER LAWS, CODES, RULES AND REGULATIONS.","2","1","0","4FGA","4005","08/13/2020","1","0"
"KPMM","Health","INVESTIGATE/PREVENT/CORRECT ALLEGED VIOLATION","2","1","0","FF11","0610","04/08/2019","1","0"
"KPMM","Health","NOTIFY OF CHANGES (INJURY/DECLINE/ROOM, ETC.)","2","1","0","FF11","0580","04/01/2019","1","0"
"KPMM","Health","QUALITY OF CARE","3","1","0","FF11","0684","04/08/2019","1","0"
"KQ4H","Health","FREE FROM ABUSE AND NEGLECT","2","1","0","FF11","0600","02/05/2020","1","0"
"KR11","Health","COORDINATION OF PASARR AND ASSESSMENTS","2","2","0","FF11","0644","03/23/2018","1","0"
"KR8W","LSC","EXIT SIGNAGE","2","1","0","K307","0293","08/11/2017","0","0"
"KR8W","LSC","STANDARDS OF CONSTRUCTION FOR NEW EXISTING NH","2","1","0","ZT1N","560","09/18/2017","0","0"
"KRXX","Health","BASELINE CARE PLAN","2","1","0","FF11","0655","04/10/2020","1","0"
"KRXX","Health","NOTIFY OF CHANGES (INJURY/DECLINE/ROOM, ETC.)","2","1","0","FF11","0580","04/10/2020","1","0"
"KS9A","Health","ACCURACY OF ASSESSMENTS","2","1","0","FF11","0641","06/21/2019","0","0"
"KS9A","Health","CARE PLAN TIMING AND REVISION","2","1","0","FF11","0657","06/21/2019","0","0"
"KS9A","Health","COMPREHENSIVE ASSESSMENT AFTER SIGNIFCANT CHG","2","1","0","FF11","0637","06/21/2019","0","0"
"KS9A","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","2","0","FF11","0656","06/21/2019","0","0"
"KS9A","Health","DRUG REGIMEN IS FREE FROM UNNECESSARY DRUGS","2","1","0","FF11","0757","06/21/2019","0","0"
"KS9A","Health","FREE FROM UNNEC PSYCHOTROPIC MEDS/PRN USE","2","1","0","FF11","0758","06/21/2019","0","0"
"KS9A","Health","PHYSICIAN VISITS - REVIEW CARE/NOTES/ORDER","2","1","0","FF11","0711","06/21/2019","0","0"
"KS9A","Health","RESIDENT RECORDS - IDENTIFIABLE INFORMATION","2","1","0","FF11","0842","06/21/2019","0","0"
"KS9A","Health","SAFE/CLEAN/COMFORTABLE/HOMELIKE ENVIRONMENT","2","1","0","FF11","0584","06/21/2019","0","0"
"KS9A","LSC","DISCHARGE FROM EXITS","2","1","0","K307","0271","06/21/2019","0","0"
"KS9A","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","2","0","K307","0917","06/21/2019","0","0"
"KS9A","LSC","VERTICAL OPENINGS - ENCLOSURE","2","1","0","K307","0311","06/21/2019","0","0"
"KSMQ","Health","RESIDENT CALL SYSTEM","2","2","0","FF11","0919","07/22/2020","1","0"
"KV1E","Health","CRIMINAL HISTORY RECORD CHECK PROCESS","2","1","0","E3BP","0702","03/19/2019","0","0"
"KV1E","Health","NOTICE REQUIREMENTS BEFORE TRANSFER/DISCHARGE","1","2","0","FF11","0623","03/19/2019","0","0"
"KV1E","Health","RESPIRATORY/TRACHEOSTOMY CARE AND SUCTIONING","2","1","0","FF11","0695","03/19/2019","0","0"
"KV1E","LSC","ELECTRICAL EQUIPMENT - POWER CORDS AND EXTENS","2","1","0","K307","0920","03/19/2019","0","0"
"KV1E","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","1","0","K307","0916","04/15/2019","0","0"
"KV1E","LSC","GAS EQUIPMENT - CYLINDER AND CONTAINER STORAG","2","2","0","K307","0923","03/19/2019","0","0"
"KV1E","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","2","0","K307","0353","03/19/2019","0","0"
"KVUN","Health","DRUG RECORDS, LABEL/STORE DRUGS & BIOLOGICALS","2","1","0","FF09","0431","03/25/2017","0","0"
"KVUN","Health","DRUG REGIMEN IS FREE FROM UNNECESSARY DRUGS","2","2","0","FF09","0329","03/25/2017","0","0"
"KVUN","Health","FOOD PROCURE, STORE/PREPARE/SERVE - SANITARY","1","3","0","FF09","0371","03/25/2017","0","0"
"KVUN","Health","INFECTION CONTROL, PREVENT SPREAD, LINENS","2","1","0","FF09","0441","03/25/2017","0","0"
"KVUN","Health","INVESTIGATE/REPORT ALLEGATIONS/INDIVIDUALS","2","1","0","FF09","0225","03/25/2017","0","0"
"KVUN","Health","MAINTAIN NUTRITION STATUS UNLESS UNAVOIDABLE","2","1","0","FF09","0325","03/25/2017","1","0"
"KVUN","Health","NG TREATMENT/SERVICES - RESTORE EATING SKILLS","2","1","0","FF09","0322","03/25/2017","0","0"
"KVUN","Health","PHYSICIAN VISITS - REVIEW CARE/NOTES/ORDERS","2","1","0","FF09","0386","03/25/2017","1","0"
"KVUN","Health","RESIDENTS FREE OF SIGNIFICANT MED ERRORS","2","1","0","FF09","0333","03/25/2017","0","0"
"KVUN","Health","SUFFICIENT FLUID TO MAINTAIN HYDRATION","2","1","0","FF09","0327","03/25/2017","1","0"
"KVUN","LSC","ELECTRICAL EQUIPMENT - POWER CORDS AND EXTENS","2","2","0","K307","0920","03/25/2017","0","0"
