"FACILITY_ID","FACILITY_NAME","CERTIFICATION_NUMBER","AREA_OFFICE_ABBREV","FACILITY_ADDRESS_1","FACILITY_ADDRESS_2","FACILITY_CITY","FACILITY_ZIP","COUNTY","PHONE","FACILITY_WEBSITE","OPERATOR","OPERATOR_ADDRESS_1","OPERATOR_ADDRESS_2","OPERATOR_CITY","OPERATOR_STATE","OPERATOR_ZIP","MEDICARE_CERTIFIED","MEDICARE_NUMBER","MEDICAID_CERTIFIED","OWNERSHIP","MULTICAMPUS_FACILITY_ID","NOTES","OCCUPANCY_RATE","OCCUPANCY_REPORT_DATE","OCCUPANCY_EXCEPTION_COMMENT","AVERAGE_OCCUPIED_BEDS","INSP_STANDARD_HEALTH","INSP_LSC","INSP_TOTAL","INSP_HARM","INSP_PERCENT_HARM","COMP_RECEIVED","COMP_RECEIVED_PER_100","COMP_SELF_REPORTED","COMP_ONSITE","COMP_CITATIONS","COMP_CITATIONS_PER_100","ALL_SURVEYS","COMP_DEF_ADMINISTRATION","COMP_DEF_QUALITY_OF_CARE","COMP_DEF_RESIDENT_RIGHTS","COMP_DEF_RESIDENT_ASSESSMENT","COMP_DEF_DIETARY_SERVICES","COMP_DEF_PHYSICAL_ENVIRONMENT","COMP_DEF_OTHER_SERVICES","COMP_DEF_TOTAL","TOTAL_BEDS","EMPLOYEE_FLU_VACCINATION_RATE","VACCINATION_RATE_REPORT_DATE"
"1221","Methodist Home for Nursing and Rehabilitation","7000311N","5NYC","4499 Manhattan College Parkway","","Bronx","10471","Bronx","7185485100","#http://www.methodisthome.org/#","Methodist Church Home for the Aged Inc","4499 Manhattan College Parkway","","Bronx","NY","10471","1","335524","1","Voluntary--Not for Profit Corporation","","","0.78","21OCT2020","","112","1","11","12","0","0.00","35","31.3","0.80","5","0","0.0","3","0","0","0","0","0","0","0","0","120","0.86","31OCT2019"
"1222","Jeanne Jugan Residence","7000313N","5NYC","2999 Schurz Avenue","","Bronx","10465","Bronx","3473291800","#http://www.littlesistersofthepoorbronx.org/#","Home for the Aged of The Little Sisters of The Poor Of The City Of NY","3200 Baychester Avenue","","Bronx","NY","10475","1","335849","1","Voluntary--Not for Profit Corporation","","","0.83","21OCT2020","","29","10","9","19","1","0.05","6","20.3","0.67","3","1","3.4","4","0","1","0","0","0","0","0","1","30","1.00","31OCT2019"
"1223","Rebekah Rehab and Extended Care Center","7000314N","5NYC","1072 Havemeyer Avenue","","Bronx","10462","Bronx","7188636200","#http://www.rebekahrehab.org/#","United Odd Fellow and Rebekah Home","1072 Havemeyer Avenue","","Bronx","NY","10462","1","335557","1","Voluntary--Not for Profit Corporation","","","0.89","21OCT2020","","207","6","3","9","0","0.00","57","27.6","0.11","7","0","0.0","5","0","0","0","0","0","0","0","0","213","0.91","31OCT2019"
"1224","Schervier Nursing Care Center","7000800N","5NYC","2975 Independence Ave","","Bronx","10463","Bronx","7185548801","#http://www.scherviercares.org/our-services-schervier-nursing-care-center.html#","Riverdale SNF LLC","2975 Independence Avenue","","Bronx","NY","10463","1","335015","1","Proprietary--LLC","","","0.83","21OCT2020","","349","5","12","17","0","0.00","107","30.7","0.54","20","5","1.4","7","1","1","2","0","0","0","1","5","364","0.86","31OCT2019"
"1225","The Plaza Rehab and Nursing Center","7000396N","5NYC","100 West Kingsbridge Road","","Bronx","10468","Bronx","7184101500","#http://www.theplazarehab.com/#","TCPRNC LLC","655 3rd Avenue, Suite 1700","","New York","NY","10017","1","335462","1","Proprietary--LLC","","","0.79","21OCT2020","","760","9","12","21","0","0.00","207","27.2","0.31","32","9","1.2","10","1","2","3","3","0","0","0","9","744","0.87","31OCT2019"
"1226","Gold Crest Care Center","7000376N","5NYC","2316 Bruner Avenue","","Bronx","10469","Bronx","7188826400","#http://www.goldcrestcc.com/#","Gold Crest Care Center","2316 Bruner Ave","","Bronx","NY","10469","1","335079","1","Proprietary--Business Corporation","","","0.82","21OCT2020","","167","2","12","14","0","0.00","84","50.2","0.58","10","1","0.6","5","0","1","0","0","0","0","0","1","175","0.86","31OCT2019"
"1227","Bainbridge Nursing & Rehabilitation Center","7000319N","5NYC","3518 Bainbridge Avenue","","Bronx","10467","Bronx","7186551991","#https://www.bainbridgecares.com/#","Bainbridge Nursing & Rehabilitation Ctr LLC","1639 52nd Street","","Brooklyn","NY","11204","1","335373","1","Proprietary--LLC","","","0.95","21OCT2020","","190","2","7","9","0","0.00","46","24.2","0.41","7","1","0.5","6","0","0","1","0","0","0","0","1","200","0.97","31OCT2019"
"1231","Eastchester Rehabilitation and Health Care Center","7000383N","5NYC","2700 Eastchester Road","","Bronx","10469","Bronx","7182315550","#http://eastchesterrehab.com/#","Eastchester Rehabilitation and Health Care Center, LLC","2700 Eastchester Road","","Bronx","NY","10469","1","335214","1","Proprietary--LLC","","","0.71","14OCT2020","","191","11","5","16","0","0.00","55","28.8","0.36","8","3","1.6","6","0","0","2","1","0","0","0","3","200","0.75","31OCT2019"
"1232","Hudson Pointe at Riverdale Center for Nursing and Rehabilitation","7000394N","5NYC","3220 Henry Hudson Parkway","","Bronx","10463","Bronx","7185142000","#http://www.hudsonpointerehab.com/#","Hudson Pointe Acquisition, LLC","3220 Henry Hudson Parkway","","Bronx","NY","10463","1","335187","1","Proprietary--Business Corporation","","","0.92","21OCT2020","","154","2","8","10","0","0.00","106","69.0","0.48","8","0","0.0","5","0","0","0","0","0","0","0","0","159","0.89","31OCT2019"
"1233","Fieldston Lodge Care Center","7000385N","5NYC","666 Kappock Street","","Bronx","10463","Bronx","7185491203","#http://fieldstonlodge.com/#","Fieldston Operating LLC","666 Kappock Street","","Bronx","NY","10463","1","335248","1","Proprietary--LLC","","","0.77","14OCT2020","","183","17","6","23","0","0.00","81","44.4","0.36","15","2","1.1","5","0","0","2","0","0","0","0","2","200","0.95","31OCT2019"
"1234","The Citadel Rehab and Nursing Center at Kingsbridge","7000393N","5NYC","3400 Cannon Place","","Bronx","10463","Bronx","7187968100","#http://khrcc.com/#","Highland View Care Center Operating Co. LLC","3400 Cannon Place","","Bronx","NY","10463","1","335028","1","Proprietary--LLC","","","0.69","21OCT2020","","367","5","0","5","0","0.00","137","37.4","0.63","12","1","0.3","7","0","1","0","0","0","0","0","1","385","0.88","31OCT2019"
"1235","Morris Park Rehabilitation and Nursing Center","7000802N","5NYC","1235 Pelham Parkway North","","Bronx","10469","Bronx","7182314300","#https://www.morrisparkrehab.com/#","Morris Park Rehabilitation and Nursing Center, LLC","1235 Pelham Parkway North","","Bronx","NY","10469","1","335347","1","Proprietary--LLC","","","0.96","21OCT2020","","183","1","8","9","0","0.00","54","29.6","0.37","4","0","0.0","3","0","0","0","0","0","0","0","0","191","0.00","01JAN1960"
"1236","Mosholu Parkway Nursing & Rehabilitation Center","7000329N","5NYC","3356 Perry Avenue","","Bronx","10467","Bronx","7186553568","#https://mosholucares.com/#","Mosholu Parkway Nursing&Rehabilitation Center LLC","3356 Perry Avenue","","Brooklyn","NY","11204","1","335030","1","Proprietary--LLC","","","0.80","14OCT2020","","117","2","9","11","0","0.00","23","19.7","0.35","7","0","0.0","4","0","0","0","0","0","0","0","0","122","0.88","31OCT2019"
"1238","Park Gardens Rehabilitation & Nursing Center LLC","7000382N","5NYC","6585 Broadway","","Riverdale","10471","Bronx","7185492200","#http://www.parkgardensrnc.com/#","Park Gardens Rehabilitation and Nursing Center LLC","6585 Broadway","","Riverdale","NY","10471","1","335287","1","Proprietary--LLC","","","0.82","07OCT2020","","197","17","10","27","0","0.00","128","65.1","0.83","6","0","0.0","3","0","0","0","0","0","0","0","0","200","0.35","31OCT2019"
"1241","New Riverdale Rehab and Nursing","7000007N","5NYC","641 West 230th Street","","Bronx","10463","Bronx","7187964800","#http://www.riverdalenursinghome.com/#","TCPRNC LLC","655 3rd Avenue, Suite 1700","","New York","NY","10017","1","335096","1","Proprietary--LLC","","","0.79","21OCT2020","","130","17","6","23","0","0.00","56","43.1","0.55","7","5","3.8","4","1","1","0","0","0","1","1","4","146","0.93","31OCT2019"
"1242","Regeis Care Center","7000356N","5NYC","3200 Baychester Ave","","Bronx","10475","Bronx","7183203700","#http://www.regeiscarecenter.com/#","Regeis Care Center,LLC","946 East 211th Street","","Bronx","NY","10469","1","335019","1","Proprietary--LLC","","","0.72","21OCT2020","","225","7","3","10","0","0.00","54","24.0","0.39","13","1","0.4","6","0","0","1","0","0","0","0","1","236","0.53","31OCT2019"
"1243","Split Rock Rehabilitation and Health Care Center","7000384N","5NYC","3525 Baychester Ave","","Bronx","10466","Bronx","7187988900","#http://splitrockrehab.com/#","Split Rock Rehabilitation and Health Care Center, LLC","3525 Baychester Avenue","","Bronx","NY","10466","1","335321","1","Proprietary--LLC","","","0.86","21OCT2020","","228","9","9","18","0","0.00","78","34.2","0.15","16","1","0.4","5","0","0","1","0","0","0","0","1","240","0.87","31OCT2019"
"1244","University Center for Rehabilitation and Nursing","7000337N","5NYC","2505 Grand Ave","","Bronx","10468","Bronx","7182951400","#http://universitynh.com/#","University Nursing Home LLC","10 Garden Court","","Far Rockaway","NY","11691","1","335061","1","Proprietary--LLC","","","0.98","14OCT2020","","44","4","24","28","0","0.00","28","63.1","0.54","3","0","0.0","4","0","0","0","0","0","0","0","0","46","0.86","31OCT2019"
"1245","Pelham Parkway Nursing Care and Rehabilitation Facility LLC","7000338N","5NYC","2401 Laconia Ave","","Bronx","10469","Bronx","7187988600","#http://www.pelhamparkwaynursing.com/#","Pelham Parkway Nursing Care and Rehabilitation Facility LLC","2401 Laconia Avenue","","Bronx","NY","10469","1","335486","1","Proprietary--LLC","","","0.75","21OCT2020","","191","15","10","25","0","0.00","46","24.0","0.59","9","2","1.0","6","0","1","1","0","0","0","0","2","200","0.87","31OCT2019"
"1246","Bronx Park Rehabilitation & Nursing Center","7000380N","5NYC","3845 Carpenter Ave","","Bronx","10467","Bronx","7187981100","#https://profiles.health.ny.gov/nursing_home/view/150667#","White Plains Nursing Home, Inc","3845 Carpenter Avenue","","Bronx","NY","10467","1","335358","1","Proprietary--Business Corporation","","","0.85","21OCT2020","","230","2","6","8","0","0.00","45","19.6","0.27","8","0","0.0","4","0","0","0","0","0","0","0","0","240","0.99","31OCT2019"
"1247","Williamsbridge Center for Rehabilitation and Nursing","7000379N","5NYC","1540 Tomlinson Avenue","","Bronx","10461","Bronx","7188926600","#http://williamsbridgemanor.com/#","Williamsbridge Manor Nursing Home, LLC","1540 Tomlinson Avenue","","Bronx","NY","10461","1","335048","1","Proprietary--LLC","","","0.94","14OCT2020","","72","17","10","27","1","0.04","71","98.7","0.61","9","5","7.0","5","0","2","2","1","0","0","0","5","77","0.84","31OCT2019"
"1248","Laconia Nursing Home","7000370N","5NYC","1050 East 230th Street","","Bronx","10466","Bronx","7186545875","#http://www.laconianursinghome.com/#","Laconia Nursing Home, Inc","1050 East 230th Street","","Bronx","NY","10466","1","335388","1","Proprietary--Business Corporation","","","0.86","21OCT2020","","231","4","3","7","0","0.00","108","46.8","0.60","9","1","0.4","5","0","0","1","0","0","0","0","1","240","0.71","31OCT2019"
"1249","Triboro Center for Rehabilitation and Nursing","7000398N","5NYC","1160 Teller Ave","","Bronx","10456","Bronx","7182931500","#https://centershealthcare.com/triboro_center#","DOJ OPERATIONS ASSOCIATES LLC","1160 Teller Avenue","","Bronx","NY","10456","1","335445","1","Proprietary--LLC","","","0.95","21OCT2020","","391","7","8","15","0","0.00","195","49.9","0.58","10","0","0.0","4","0","0","0","0","0","0","0","0","405","0.93","31OCT2019"
"1250","Kings Harbor Multicare Center","7000372N","5NYC","2000 E Gunhill Road","","Bronx","10469","Bronx","7183200400","#http://www.kingsharbor.com/#","Bronx Harbor Health Care Complex, Inc","2000 East Gun Hill Rd","","Bronx","NY","10469","1","335644","1","Proprietary--Business Corporation","","","0.70","21OCT2020","","681","9","11","20","0","0.00","75","11.0","0.49","9","0","0.0","6","0","0","0","0","0","0","0","0","720","0.95","31OCT2019"
"1251","Bronx Center for Rehabilitation & Health Care","7000381N","5NYC","1010 Underhill Ave","","Bronx","10472","Bronx","7188636700","#http://bronxcenter.net/#","Bronx Center for Rehabilitation & Health Care, LLC","1010 Underhill Avenue","","Bronx","NY","10472","1","335506","1","Proprietary--LLC","","","0.95","21OCT2020","","195","16","12","28","0","0.00","66","33.8","0.58","8","2","1.0","5","1","1","0","0","0","0","0","2","200","0.90","31OCT2019"
"1252","Morningside Nursing and Rehabilitation Center","7000391N","5NYC","1000 Pelham Parkway South","","Bronx","10461","Bronx","7184098200","#http://morningsidenrc.com/#","Morningside Acquisition I, LLC","1000 Pelham Parkway South","","Bronx","NY","10461","1","335484","1","Proprietary--LLC","","","0.78","14OCT2020","","320","12","10","22","0","0.00","141","44.1","0.60","16","4","1.3","7","0","0","0","0","0","2","1","3","314","0.90","31OCT2019"
"1253","Concourse Rehabilitation and Nursing Center, Inc","7000375N","5NYC","1072 Grand Concourse","","Bronx","10456","Bronx","7186814000","#http://www.concourserehab.com/getting-started#","Concourse Rehabilitation and Nursing Center, Inc","1072 Grand Concourse","","Bronx","NY","10456","1","335493","1","Proprietary--Business Corporation","","","0.80","21OCT2020","","237","9","7","16","0","0.00","42","17.7","0.14","11","1","0.4","4","0","0","1","0","0","0","0","1","240","0.00","01JAN1960"
"1255","Bethany Nursing Home & Health Related Facility Inc","0722301N","2ROCH","3005 Watkins Road","","Horseheads","14845","Chemung","6077398711","#http://www.bethany-village.org/#","Bethany Nursing Home & Health Related Facility Inc","751 Watkins Road","","Horseheads","NY","14845","1","335645","1","Voluntary--Not for Profit Corporation","","","0.78","21OCT2020","","114","19","6","25","0","0.00","55","48.2","0.71","19","5","4.4","5","1","3","0","0","0","0","1","5","120","0.87","31OCT2019"
"1257","Wayne Center for Nursing & Rehabilitation","7000350N","5NYC","3530 Wayne Avenue","","Bronx","10467","Bronx","7186551700","#https://www.thewaynecenter.com/#","Wayne Ctr for Nursing & Rehabilitation LLC","1639 52 Street","","Brooklyn","NY","11204","1","335495","1","Proprietary--LLC","","","0.78","21OCT2020","","229","6","18","24","0","0.00","61","26.6","0.36","9","0","0.0","5","0","0","0","0","0","0","0","0","243","0.86","31OCT2019"
"1258","Fordham Nursing and Rehabilitation Center","7000395N","5NYC","2678 Kingsbridge Terrace","","Bronx","10463","Bronx","7187965800","#http://fordhamnrc.com/#","Terrace Acquisition II, LLC","2678 Kingsbridge Terrace","","Bronx","NY","10463","1","335659","1","Proprietary--LLC","","","0.78","21OCT2020","","232","13","2","15","0","0.00","231","99.7","0.69","12","7","3.0","4","1","1","2","2","0","0","1","7","240","0.76","31OCT2019"
"1260","Pinnacle Multicare Nursing and Rehabilitation Center","7000389N","5NYC","801 Co-Op City Boulevard","","Bronx","10475","Bronx","7182396500","#https://profiles.health.ny.gov/nursing_home/view/150679#","Bay Park Center for Nursing and Rehabilitation, LLC","801 Co-Op City Boulevard","","Bronx","NY","10475","1","335581","1","Proprietary--LLC","","","0.96","21OCT2020","","465","8","7","15","0","0.00","180","38.7","0.36","24","6","1.3","7","0","1","2","2","0","0","1","6","480","0.00","01JAN1960"
"1277","East Haven Nursing & Rehabilitation Center","7000360N","5NYC","2323-27 Eastchester Road","","Bronx","10469","Bronx","7186552848","#https://www.easthavencares.com/#","East Haven Nursing & Rehabilitation Center, LLC","2323-27 Eastchester Road","","Bronx","NY","10469","1","335723","1","Proprietary--LLC","","","0.83","16SEP2020","","191","14","12","26","0","0.00","53","27.7","0.23","10","0","0.0","6","0","0","0","0","0","0","0","0","200","0.86","31OCT2019"
"1316","Rutland Nursing Home, Inc.","7001033N","5NYC","585 Schenectady Avenue","","Brooklyn","11203","Kings","7186045221","#https://www.kingsbrook.org/Programs-Services/Rutland-Nursing-Home.aspx#","Rutland Nursing Home, Inc.","585 Schenectady Ave","","Brooklyn","NY","11203","1","335537","1","Voluntary--Not for Profit Corporation","","","0.83","21OCT2020","","459","21","11","32","0","0.00","198","43.1","0.42","22","4","0.9","5","3","0","0","0","0","0","0","3","466","0.77","31OCT2019"
"1361","Haym Solomon Home for the Aged","7001369N","5NYC","2340 Cropsey Avenue","","Brooklyn","11214","Kings","7183731700","#http://www.haymsalomonhome.com/#","Haym Solomon Home for the Aged, LLC","2300 Cropsey Avenue","","Brooklyn","NY","11214","1","335656","1","Proprietary--Partnership","","","0.75","21OCT2020","","223","11","14","25","2","0.08","41","18.4","0.51","16","3","1.3","5","0","1","1","1","0","0","0","3","240","0.92","31OCT2019"
"1364","King David Center for Nursing and Rehabilitation","7001803N","5NYC","2266 Cropsey Avenue","","Brooklyn","11214","Kings","7182666100","#https://www.kingdavidcenterrehab.com/#","SGRNC LLC","2266 Cropsey Avenue","","Brooklyn","NY","11214","1","335545","1","Proprietary--LLC","","","0.77","21OCT2020","","257","20","11","31","0","0.00","115","44.7","0.16","16","5","1.9","6","0","1","0","3","0","0","1","5","271","0.66","31OCT2019"
"1368","Brooklyn United Methodist Church Home","7001308N","5NYC","1485 Dumont Avenue","","Brooklyn","11208","Kings","7188274500","#http://www.bumch.org/#","Brooklyn United Methodist Church Home Inc","1485 Dumont Avenue","","Brooklyn","NY","11208","1","335604","1","Voluntary--Not for Profit Corporation","","","0.85","21OCT2020","","117","6","13","19","0","0.00","50","42.9","0.48","11","3","2.6","5","0","2","0","1","0","0","0","3","120","0.89","31OCT2019"
"1369","NY Congregational Nursing Center, Inc","7001309N","5NYC","135 Linden Boulevard","","Brooklyn","11226","Kings","7182840039","#http://www.nycnc.org/nursing.htm#","New York Congregational Nursing Center","135 Linden Boulevard","","Brooklyn","NY","11226","1","335560","1","Voluntary--Not for Profit Corporation","","","0.70","21OCT2020","","192","5","10","15","0","0.00","48","24.9","0.50","12","2","1.0","6","0","0","2","0","0","0","0","2","200","0.82","31OCT2019"
"1370","The Riverside","7002360N","5NYC","150 Riverside Drive","","New York","10024","New York","6465053500","#http://theriversiderehab.com/#","150 Riverside OP, LLC","150 Riverside Drive","","New York","NY","10024","1","335334","1","Proprietary--LLC","","","0.85","21OCT2020","","510","32","21","53","1","0.02","219","42.9","0.30","27","13","2.5","8","3","3","2","4","0","0","0","12","520","0.61","31OCT2019"
"1373","Seagate Rehabilitation and Nursing Center","7001801N","5NYC","3015 W 29 St","","Brooklyn","11224","Kings","7182665700","#http://www.mjhs.org/rehab-and-nursing-centers/shorefront/#","Shorefront Operating LLC","3015 W. 29th Street","","Brooklyn","NY","11224","1","335513","1","Proprietary--LLC","","","0.77","21OCT2020","","347","8","10","18","0","0.00","98","28.3","0.52","20","1","0.3","5","0","1","0","0","0","0","0","1","360","0.49","31OCT2019"
"1374","Norwegian Christian Home and Health Center","7001316N","5NYC","1270-67th Street","","Brooklyn","11219","Kings","7182322322","#http://www.nchhc.org/#","Norwegian Christian Home and Health Center Inc","1270 67th Street","","Brooklyn","NY","11219","1","335523","1","Voluntary--Not for Profit Corporation","","","0.91","21OCT2020","","129","8","4","12","0","0.00","46","35.8","0.52","9","0","0.0","5","0","0","0","0","0","0","0","0","135","0.89","31OCT2019"
"1376","Schulman and Schachne Institute for Nursing And Rehabilitation","7001318N","5NYC","555 Rockaway Parkway","","Brooklyn","11212","Kings","7182405775","#http://www.schulmanandschachne.org/#","The Schulman and Schachne Institute for Nursing And Rehab,Inc","One Brookdale Plaza","","Brooklyn","NY","11212","1","335381","1","Voluntary--Not for Profit Corporation","","","0.78","21OCT2020","","427","4","8","12","0","0.00","87","20.4","0.25","16","2","0.5","6","0","1","0","0","0","0","1","2","448","0.81","31OCT2019"
"1378","Williamsville Suburban LLC","1421306N","1BUFF","163 South Union Road","","Williamsville","14221","Erie","7166326152","#http://www.williamsvillesuburban.com/#","Williamsville Suburban, LLC","163 Union Road","","Williamsville","NY","14221","1","335647","1","Proprietary--LLC","","","0.68","07OCT2020","","190","36","28","64","0","0.00","199","104.5","0.38","41","5","2.6","6","2","1","0","0","0","0","2","5","220","0.80","31OCT2019"
"1379","New Carlton Rehab and Nursing Center, LLC","7001386N","5NYC","405 Carlton Ave","","Brooklyn","11238","Kings","7187896262","#http://carltonnh.com/#","New Carlton Rehab and Nursing Center, LLC","405 Carlton Avenue","","New York","NY","11238","1","335131","1","Proprietary--LLC","","","0.81","21OCT2020","","133","14","24","38","0","0.00","34","25.5","0.26","8","2","1.5","6","0","0","2","0","0","0","0","2","148","0.89","31OCT2019"
"1380","Caton Park Rehabilitation and Nursing Center, LLC","7001366N","5NYC","1312 Caton Avenue","","Brooklyn","11226","Kings","7186937000","#http://catonpark.com/#","Caton Park Rehabilitation and Nursing Center, LLC","1312 Caton Avenue","","Brooklyn","NY","11226","1","335245","1","Proprietary--LLC","","","0.85","21OCT2020","","115","2","12","14","0","0.00","36","31.2","0.64","11","0","0.0","4","0","0","0","0","0","0","0","0","119","0.85","31OCT2019"
"1381","Cobble Hill Health Center, Inc","7001323N","5NYC","380 Henry Street","","Brooklyn","11201","Kings","7188556789","#http://www.cobblehill.org/#","Cobble Hill Health Center, Inc","380 Henry Street","","Brooklyn","NY","11201","1","335174","1","Voluntary--Not for Profit Corporation","","","0.68","21OCT2020","","384","12","6","18","0","0.00","100","26.1","0.37","14","1","0.3","7","0","0","0","1","0","0","0","1","364","0.87","31OCT2019"
"1383","The Chateau at Brooklyn Rehabilitation and Nursing Center","7001807N","5NYC","3457 Nostrand Avenue","","Brooklyn","11229","Kings","7186151100","#http://thechateaurehab.com/#","CNH Operating, LLC","3457 Nostrand Ave","","Brooklyn","NY","11229","1","335290","1","Proprietary--LLC","","","0.85","21OCT2020","","176","12","12","24","0","0.00","72","41.0","0.39","9","1","0.6","5","0","0","0","0","0","0","0","0","189","0.44","31OCT2019"
"1391","Oxford Nursing Home","7001373N","5NYC","144 So Oxford St","","Brooklyn","11217","Kings","7186380360","#http://www.oxfordnh.com/home.html#","Oxford Nursing Home, Inc","144 South Oxford Street","","Brooklyn","NY","11217","1","335163","1","Proprietary--Business Corporation","","","0.80","21OCT2020","","216","5","5","10","0","0.00","42","19.4","0.48","10","1","0.5","5","0","0","1","0","0","0","0","1","235","0.00","01JAN1960"
"1392","Palm Gardens Center for Nursing and Rehabilitation","7001391N","5NYC","615 Avenue C","","Brooklyn","11218","Kings","7186333300","#http://www.palmgardenscenter.com/#","Palm Gardens Care Center, LLC","615 Avenue C","","Brooklyn","NY","11218","1","335328","1","Proprietary--LLC","","","0.82","21OCT2020","","234","6","6","12","1","0.08","49","20.9","0.22","15","3","1.3","6","0","2","1","0","0","0","0","3","240","0.87","31OCT2019"
"1393","The Heritage Rehabilitation and Health Care Center","7001392N","5NYC","5606 15th Ave","","Brooklyn","11219","Kings","7188511000","#http://theheritagecenter.com/#","Palm Tree Care Center, LLC","5606 15th Avenue","","Brooklyn","NY","11219","1","335104","1","Proprietary--LLC","","","0.86","07OCT2020","","74","6","16","22","0","0.00","22","29.6","0.64","5","0","0.0","4","0","0","0","0","0","0","0","0","79","0.72","31OCT2019"
"1395","Brooklyn Center for Rehabilitation and Residential Health Care","7001388N","5NYC","170 Buffalo Avenue","","Brooklyn","11213","Kings","7182529800","#https://centershealthcare.com/brooklyn_center/#","Prospect Park Operating, LLC","1455 Coney Island Avenue","","Brooklyn","NY","11230","1","335178","1","Proprietary--LLC","","","0.58","21OCT2020","","208","11","12","23","0","0.00","103","49.5","0.64","11","0","0.0","4","0","0","0","0","0","0","0","0","281","0.85","31OCT2019"
"1398","Sheepshead Nursing & Rehabilitation Center","7001362N","5NYC","2840 Knapp St","","Brooklyn","11235","Kings","7186465700","#http://www.sheepsheadnursing.com/#","Sheepshead Nursing & Rehabilitation Center, LLC","2840 Knapp Street","","Brooklyn","NY","11235","1","335677","1","Proprietary--LLC","","","0.74","21OCT2020","","192","5","6","11","0","0.00","38","19.8","0.24","13","0","0.0","4","0","0","0","0","0","0","0","0","200","0.82","31OCT2019"
"1399","Shore View Nursing & Rehabilitation Center","7001399N","5NYC","2865 Brighton 3rd Street","","Brooklyn","11235","Kings","7188914400","#http://shvnrc.com/#","Shore View Acquisition I, LLC","2865 Brighton & 3rd Street","","Brooklyn","NY","11235","1","335288","1","Proprietary--LLC","","","0.73","21OCT2020","","291","1","1","2","0","0.00","61","21.0","0.52","8","0","0.0","4","0","0","0","0","0","0","0","0","320","0.89","31OCT2019"
"1400","Spring Creek Rehabilitation & Nursing Care Center","7001384N","5NYC","660 Louisiana Avenue","","Brooklyn","11239","Kings","7186697100","#http://www.springcreekrehab.com/#","Willoughby Rehabilitation & Health Care Center LLC","945 Willoughby Ave","","Brooklyn","NY","11220","1","335125","1","Proprietary--LLC","","","0.80","21OCT2020","","181","13","16","29","0","0.00","50","27.6","0.40","9","0","0.0","4","0","0","0","0","0","0","0","0","188","0.80","31OCT2019"
"1401","Sea Crest Nursing and Rehabilitation Center","7001806N","5NYC","3035 West 24th St","","Brooklyn","11224","Kings","7183724500","#http://scrnrc.com/#","Sea Crest Acquisition 1, LLC","3035 W. 24th Street","","Brooklyn","NY","11224","1","335411","1","Proprietary--LLC","","","0.66","21OCT2020","","281","3","2","5","0","0.00","147","52.3","0.67","15","2","0.7","7","0","0","1","1","0","0","0","2","305","0.95","31OCT2019"
"1403","Boro Park Center for Rehabilitation and Healthcare","7001394N","5NYC","4915 10th Ave","","Brooklyn","11219","Kings","7188513700","#http://boroparkcenter.net/#","Boro Park Operating Co, LLC","4915 Tenth Avenue","","Brooklyn","NY","11219","1","335470","1","Proprietary--LLC","","","0.88","21OCT2020","","442","11","13","24","1","0.04","129","29.2","0.64","20","9","2.0","7","1","2","2","2","0","0","2","9","504","0.62","31OCT2019"
"1404","Concord Nursing and Rehabilitation Center","7001348N","5NYC","300 Madison Street","","Brooklyn","11216","Kings","7186367500","#http://www.concordcares.org/social-justice--caring/nursing-home-and-rehabilitation-center#","Concord Nursing Home Inc","300 Madison Street","","Brooklyn","NY","11216","1","335538","1","Voluntary--Not for Profit Corporation","","","0.90","21OCT2020","","119","18","20","38","0","0.00","62","52.0","0.58","7","4","3.4","5","0","1","3","0","0","0","0","4","140","0.74","31OCT2019"
"1405","The Phoenix Rehabilitation and Nursing Center","7001802N","5NYC","140 St Edwards Street","","Brooklyn","11201","Kings","7188586400","#http://thephoenixrehab.com/#","Atlantis Operating LLC","140 St. Edwards St.","","Brooklyn","NY","11201","1","335516","1","Proprietary--LLC","","","0.67","21OCT2020","","382","14","12","26","0","0.00","61","16.0","0.34","18","4","1.0","6","1","0","3","0","0","0","0","4","400","0.43","31OCT2019"
"1406","Bensonhurst Center for Rehabilitation and Healthcare","7001396N","5NYC","1740 84th Street","","Brooklyn","11214","Kings","7182326700","#http://www.center84.com/#","KFG Operating Two, LLC","1740 84th Street","","Brooklyn","NY","11214","1","335558","1","Proprietary--LLC","","","0.86","21OCT2020","","194","9","16","25","0","0.00","61","31.5","0.33","5","0","0.0","5","0","0","0","0","0","0","0","0","200","0.85","31OCT2019"
"1407","Crown Heights Center for Nursing and Rehabilitation","7001398N","5NYC","810-20 St Marks Avenue","","Brooklyn","11213","Kings","7184677300","#https://www.crownheightscenterrehab.com/#","St. Marks Brooklyn Associates L.L.C.","810 St. Marks Avenue","","Brooklyn","NY","11213","1","335609","1","Proprietary--LLC","","","0.78","21OCT2020","","266","16","11","27","1","0.04","109","41.0","0.26","19","5","1.9","10","1","0","4","0","0","0","0","5","295","0.55","31OCT2019"
"1408","Downtown Brooklyn Nursing & Rehabilitation Center","7001809N","5NYC","520 Prospect Place","","Brooklyn","11238","Kings","7186361000","#https://nursingandrehab.org/#","Prospect Acquisition I, LLC","520 Prospect Place","","Brooklyn","NY","11238","1","335625","1","Proprietary--LLC","","","0.79","21OCT2020","","309","4","10","14","0","0.00","138","44.7","0.40","26","4","1.3","5","0","1","0","2","0","0","1","4","320","0.92","31OCT2019"
