"REG_SET_ID","TAG_NUMBER","CFR","TAG_TYPE","TAG_TITLE","TAG_TEXT"
"FF10","0332","483.45(f)(1)","R","FREE OF MEDICATION ERROR RATES OF 5% OR MORE","(f) Medication Errors.  The facility must ensure that its-

(1) Medication error rates are not 5 percent or greater;"
"FF10","0333","483.45(f)(2)","R","RESIDENTS FREE OF SIGNIFICANT MED ERRORS","483.45(f) Medication Errors. 

The facility must ensure that its- 

(f)(2) Residents are free of any significant medication errors."
"FF10","0334","483.80(d)(1)(2)","R","INFLUENZA AND PNEUMOCOCCAL IMMUNIZATIONS","(d) Influenza and pneumococcal immunizations

(1) Influenza. The facility must develop policies and procedures to ensure that-

(i) Before offering the influenza immunization, each resident or the resident’s representative receives education regarding the benefits and potential side effects of the immunization;

(ii) Each resident is offered an influenza immunization October 1 through March 31 annually, unless the immunization is medically contraindicated or the resident has already been immunized during this time period;

(iii) The resident or the resident’s representative has the opportunity to refuse immunization; and

(iv) The resident’s medical record includes documentation that indicates, at a minimum, the following:

(A) That the resident or resident’s representative was provided education regarding the benefits and potential side effects of influenza immunization; and

(B) That the resident either received the influenza immunization or did not receive the influenza immunization due to medical contraindications or refusal.

(2) Pneumococcal disease. The facility must develop policies and procedures to ensure that-

(i) Before offering the pneumococcal immunization, each resident or the resident’s representative receives education regarding the benefits and potential side effects of the immunization; 

(ii) Each resident is offered a pneumococcal immunization, unless the immunization is medically contraindicated or the resident has already been immunized; 

(iii) The resident or the resident’s representative has the opportunity to refuse immunization; and

(iv) The resident’s medical record includes documentation that indicates, at a minimum, the following:

(A) That the resident or resident’s representative was provided education regarding the benefits and potential side effects of pneumococcal immunization; and

(B) That the resident either received the pneumococcal immunization or did not receive the pneumococcal immunization due to medical contraindication or refusal."
"FF10","0353","483.35(a)(1)-(4)","R","SUFFICIENT 24-HR NURSING STAFF PER CARE PLANS","483.35 Nursing Services

The facility must have sufficient nursing staff with the appropriate competencies and skills sets to provide nursing and related services to assure resident safety and attain or maintain the highest practicable physical, mental, and psychosocial well-being of each resident, as determined by resident assessments and individual plans of care and considering the number, acuity and diagnoses of the facility’s resident population in accordance with the facility assessment required at §483.70(e). 
[As linked to Facility Assessment, §483.70(e), will be implemented beginning November 28, 2017 (Phase 2)]

(a) Sufficient Staff. 
(a)(1) The facility must provide services by sufficient numbers of each of the following types of personnel on a 24-hour basis to provide nursing care to all residents in accordance with resident care plans:

(i) Except when waived under paragraph (e) of this section, licensed nurses; and

(ii) Other nursing personnel, including but not limited to nurse aides.

(a)(2) Except when waived under paragraph (e) of this section, the facility must designate a licensed nurse to serve as a charge nurse on each tour of duty.

(a)(3) The facility must ensure that licensed nurses have the specific competencies and skill sets necessary to care for residents’ needs, as identified through resident assessments, and described in the plan of care. 

(a)(4) Providing care includes but is not limited to assessing, evaluating, planning and implementing resident care plans and responding to resident’s needs."
"FF10","0354","483.35(b)(1)-(3)","R","WAIVER-RN 8 HRS 7 DAYS/WK, FULL-TIME DON","(1) Except when waived under paragraph (e) or (f) of this section, the facility must use the services of a registered nurse for at least 8 consecutive hours a day, 7 days a week.

(2) Except when waived under paragraph (e) or (f) of this section, the facility must designate a registered nurse to serve as the director of nursing on a full time basis.

(3) The director of nursing may serve as a charge nurse only when the facility has an average daily occupancy of 60 or fewer residents."
"FF10","0356","483.35(g)(1)-(4)","R","POSTED NURSE STAFFING INFORMATION","483.35
(g) Nurse Staffing Information
(1)   Data requirements.  The facility must post the following information on a daily basis:

(i) Facility name.

(ii) The current date.

(iii) The total number and the actual hours worked by the following categories of licensed and unlicensed nursing staff directly responsible for resident care per shift:

(A) Registered nurses.

(B) Licensed practical nurses or licensed vocational nurses (as defined under State law)

(C) Certified nurse aides.

(iv) Resident census.

(2) Posting requirements.

(i) The facility must post the nurse staffing data specified in paragraph (g)(1) of this section on a daily basis at the beginning of each shift.

(ii) Data must be posted as follows:

(A) Clear and readable format.

(B) In a prominent place readily accessible to residents and visitors.

(3) Public access to posted nurse staffing data.  The facility must, upon oral or written request, make nurse staffing data available to the public for review at a cost not to exceed the community standard.

(4) Facility data retention requirements.  The facility must maintain the posted daily nurse staffing data for a minimum of 18 months, or as required by State law, whichever is greater."
"FF10","0362","483.60(a)(3)(b)","R","SUFFICIENT DIETARY SUPPORT PERSONNEL","(a)(3) Support staff. The facility must provide sufficient support personnel to safely and effectively carry out the functions of the food and nutrition service.

(b) A member of the Food and Nutrition Services staff must participate on the interdisciplinary team as required in § 483.21(b)(2)(ii)."
"FF10","0363","483.60(c)(1)-(7)","R","MENUS MEET RES NEEDS/PREP IN ADVANCE/FOLLOWED","(c) Menus and nutritional adequacy.

Menus must-

(c)(1) Meet the nutritional needs of residents in accordance with established national guidelines.;

(c)(2) Be prepared in advance; 

(c)(3) Be followed;

(c)(4) Reflect, based on a facility’s reasonable efforts, the religious, cultural and ethnic needs of the resident population, as well as input received from residents and resident groups;

(c)(5) Be updated periodically;

(c)(6) Be reviewed by the facility’s dietitian or other clinically qualified nutrition professional for nutritional adequacy; and

(c)(7) Nothing in this paragraph should be construed to limit the resident’s right to make personal dietary choices."
"FF10","0364","483.60(d)(1)(2)","R","NUTRITIVE VALUE/APPEAR, PALATABLE/PREFER TEMP","(d) Food and drink

Each resident receives and the facility provides-

(d)(1) Food prepared by methods that conserve nutritive value, flavor, and appearance;

(d)(2) Food and drink that is palatable, attractive, and at a safe and appetizing temperature;"
"FF10","0365","483.60(d)(3)","R","FOOD IN FORM TO MEET INDIVIDUAL NEEDS","(3) Food prepared in a form designed to meet individual needs;"
"FF10","0368","483.60(f)(1)-(3)","R","FREQUENCY OF MEALS/SNACKS AT BEDTIME","(f) Frequency of Meals

(f)(1) Each resident must receive and the facility must provide at least three meals daily, at regular times comparable to normal mealtimes in the community or in accordance with resident needs, preferences, requests, and plan of care. 

(f)(2)There must be no more than 14 hours between a substantial evening meal and breakfast the following day, except when a nourishing snack is served at bedtime, up to 16 hours may elapse between a substantial evening meal and breakfast the following day if a resident group agrees to this meal span.

(f)(3) Suitable, nourishing alternative meals and snacks must be provided to residents who want to eat at non-traditional times or outside of scheduled meal service times, consistent with the resident plan of care."
"FF10","0369","483.60(g)","R","ASSISTIVE DEVICES - EATING EQUIPMENT/UTENSILS","(g) Assistive devices

The facility must provide special eating equipment and utensils for residents who need them and appropriate assistance to ensure that the resident can use the assistive devices when consuming meals and snacks."
"FF10","0371","483.60(i)(1)-(3)","R","FOOD PROCURE, STORE/PREPARE/SERVE - SANITARY","(i)(1) - Procure food from sources approved or considered satisfactory by federal, state or local authorities.

(i) This may include food items obtained directly from local producers, subject to applicable State and local laws or regulations.

(ii) This provision does not prohibit or prevent facilities from using produce grown in facility gardens, subject to compliance with applicable safe growing and food-handling practices.

(iii) This provision does not preclude residents from consuming foods not procured by the facility.

(i)(2) - Store, prepare, distribute and serve food in accordance with professional standards for food service safety.

(i)(3) Have a policy regarding use and storage of foods brought to residents by family and other visitors to ensure safe and sanitary storage, handling, and consumption."
"FF10","0372","483.60(i)(4)","R","DISPOSE GARBAGE & REFUSE PROPERLY","(i)(4)- Dispose of garbage and refuse properly."
"FF10","0373","483.60(h)(1)-(3), 483.95(h)","R","FEEDING ASST - TRAINING/SUPERVISION/RESIDENT","483.60
(h) Paid feeding assistants-

(h)(1) State approved training course. A facility may use a paid feeding assistant, as defined in § 488.301 of this chapter, if-

(i) The feeding assistant has successfully completed a State-approved training course that meets the requirements of §483.160 before feeding residents; and

(ii) The use of feeding assistants is consistent with State law.

(h)(2) Supervision. 

(i) A feeding assistant must work under the supervision of a registered nurse (RN) or licensed practical nurse (LPN).  

(ii) In an emergency, a feeding assistant must call a supervisory nurse for help.

(h)(3) Resident selection criteria. 

(i) A facility must ensure that a feeding assistant provides dining assistance
only for residents who have no complicated feeding problems.

(ii) Complicated feeding problems include, but are not limited to, difficulty swallowing, recurrent lung aspirations, and tube or parenteral/IV feedings.

(iii) The facility must base resident selection on the interdisciplinary team’s assessment and the resident’s latest assessment and plan of care. Appropriateness for this program should be reflected in the comprehensive care plan.

483.95
(h) Required training of feeding assistants. A facility must not use any individual working in the facility as a paid feeding assistant unless that individual has successfully completed a State-approved training program for feeding assistants, as specified in §483.60"
"FF10","0385","483.30(a)(1)(2)","R","RESIDENTS' CARE SUPERVISED BY A PHYSICIAN","§483.30(a) Physician Supervision.  The facility must ensure that--

(1) The medical care of each resident is supervised by a physician; and

(2) Another physician supervises the medical care of residents when their attending physician is unavailable."
"FF10","0386","483.30(b)(1)-(3)","R","PHYSICIAN VISITS - REVIEW CARE/NOTES/ORDERS","(b) Physician Visits 
The physician must--

(1) Review the resident’s total program of care, including medications and treatments, at each visit required by paragraph (c) of this section;

(2) Write, sign, and date progress notes at each visit; and

(3) Sign and date all orders with the exception of influenza and pneumococcal vaccines, which may be administered per physician-approved facility policy after an assessment for contraindications."
"FF10","0387","483.30(c)(1)(2)","R","FREQUENCY & TIMELINESS OF PHYSICIAN VISIT","(c) Frequency of Physician Visits

(1) The residents must be seen by a physician at least once every 30 days for the first 90 days after admission, and at least once every 60 thereafter.

(2) A physician visit is considered timely if it occurs not later than 10 days after the date the visit was required."
"FF10","0388","483.30(c)(3)(4)","R","PERSONAL VISITS BY PHYSICIAN, ALTERNATE PA/NP","(c) Frequency of Physician Visits

(3) Except as provided in paragraphs (c)(4) and (f) of this section, all required physician visits must be made by the physician personally.

(4) At the option of the physician, required visits in SNFs, after the initial visit, may alternate between personal visits by the physician and visits by a physician assistant, nurse practitioner or clinical nurse specialist in accordance with paragraph (e) of this section."
"FF10","0406","483.65(a)(1)(2)","R","PROVIDE/OBTAIN SPECIALIZED REHAB SERVICES","(a) Provision of services. If specialized rehabilitative services such as but not limited to physical therapy, speech-language pathology, occupational therapy, respiratory therapy, and rehabilitative services for mental illness and intellectual disability or services of a lesser intensity as set forth at §483.120(c), are required in the resident’s comprehensive plan of care, the facility must-

(1) Provide the required services; or 

(2) In accordance with §483.70(g), obtain the required services from an outside resource that is a provider of specialized rehabilitative services and is not excluded from participating in any federal or state health care programs pursuant to section 1128 and 1156 of the Act."
"FF10","0411","483.55(a)(1)(2)(4)","R","ROUTINE/EMERGENCY DENTAL SERVICES IN SNFS","(a) Skilled Nursing Facilities

A facility-

(a)(1) Must provide or obtain from an outside resource, in accordance with §483.70(g) of this part, routine and emergency dental services to meet the needs of each resident;

(a)(2) May charge a Medicare resident an additional amount for routine and emergency dental services;

(a)(4) Must if necessary or if requested, assist the resident;

(i) In making appointments; and

(ii) By arranging for transportation to and from the dental services location;"
"FF10","0412","483.55(b)(1)(2)(5)","R","ROUTINE/EMERGENCY DENTAL SERVICES IN NFS","(b) Nursing Facilities

The facility-

(b)(1) Must provide or obtain from an outside resource, in accordance with §483.70(g) of this part, the following dental services to meet the needs of each resident:

(i) Routine dental services (to the extent covered under the State plan); and

(ii) Emergency dental services;

(b)(2) Must, if necessary or if requested, assist the resident-

 (i) In making appointments; and

(ii) By arranging for transportation to and from the dental services locations;

(b)(5) Must assist residents who are eligible and wish to participate to apply for reimbursement of dental services as an incurred medical expense under the State plan."
"FF10","0425","483.45(a)(b)(1)","R","PHARMACEUTICAL SVC - ACCURATE PROCEDURES, RPH","(a) Procedures.  A facility must provide pharmaceutical services (including procedures that assure the accurate acquiring, receiving, dispensing, and administering of all drugs and biologicals) to meet the needs of each resident.

(b) Service Consultation.  The facility must employ or obtain the services of a licensed pharmacist who--

(1) Provides consultation on all aspects of the provision of pharmacy services in the facility;"
"FF10","0428","483.45(c)(1)(3)-(5)","R","DRUG REGIMEN REVIEW, REPORT IRREGULAR, ACT ON","c) Drug Regimen Review  
                                                           
(1) The drug regimen of each resident must be reviewed at least once a month by a licensed pharmacist.

(3) A psychotropic drug is any drug that affects brain activities associated with mental processes and behavior.  These drugs include, but are not limited to, drugs in the following categories:

(i) Anti-psychotic; 
(ii) Anti-depressant; 
(iii) Anti-anxiety; and
(iv) Hypnotic.

(4) The pharmacist must report any irregularities to the attending physician and the
facility’s medical director and director of nursing, and these reports must be acted upon.

(i) Irregularities include, but are not limited to, any drug that meets the criteria set forth in paragraph (d) of this section for an unnecessary drug.

(ii) Any irregularities noted by the pharmacist during this review must be documented on a separate, written report that is sent to the attending physician and the facility’s medical director and director of nursing and lists, at a minimum, the resident’s name, the relevant drug, and the irregularity the pharmacist identified.

(iii) The attending physician must document in the resident’s medical record that the identified irregularity has been reviewed and what, if any, action has been taken to address it. If there is to be no change in the medication, the attending physician should document his or her rationale in the resident’s medical record.

(5) The facility must develop and maintain policies and procedures for the monthly drug regimen review that include, but are not limited to, time frames for the different steps in the process and steps the pharmacist must take when he or she identifies an irregularity that requires urgent action to protect the resident."
"FF10","0431","483.45(b)(2)(3)(g)(h)","R","DRUG RECORDS, LABEL/STORE DRUGS & BIOLOGICALS","The facility must provide routine and emergency drugs and biologicals to its residents, or obtain them under an agreement described in §483.70(g) of this part.  The facility may permit unlicensed personnel to administer drugs if State law permits, but only under the general supervision of a licensed nurse.

(a) Procedures.  A facility must provide pharmaceutical services (including procedures that assure the accurate acquiring, receiving, dispensing, and administering of all drugs and biologicals) to meet the needs of each resident.

(b) Service Consultation.  The facility must employ or obtain the services of a licensed pharmacist who--

(2) Establishes a system of records of receipt and disposition of all controlled drugs in sufficient detail to enable an accurate reconciliation; and

(3) Determines that drug records are in order and that an account of all controlled drugs is maintained and periodically reconciled.

(g) Labeling of Drugs and Biologicals.
Drugs and biologicals used in the facility must be labeled in accordance with currently accepted professional principles, and include the appropriate accessory and cautionary instructions, and the expiration date when applicable.

(h) Storage of Drugs and Biologicals.  
(1) In accordance with State and Federal laws, the facility must store all drugs and biologicals in locked compartments under proper temperature controls, and permit only authorized personnel to have access to the keys.

(2) The facility must provide separately locked, permanently affixed compartments for storage of controlled drugs listed in Schedule II of the Comprehensive Drug Abuse Prevention and Control Act of 1976 and other drugs subject to abuse, except when the facility uses single unit package drug distribution systems in which the quantity stored is minimal and a missing dose can be readily detected."
"FF10","0441","483.80(a)(1)(2)(4)(e)(f)","R","INFECTION CONTROL, PREVENT SPREAD, LINENS","(a) Infection prevention and control program. 

The facility must establish an infection prevention and control program (IPCP) that must include, at a minimum, the following elements: 

(1) A system for preventing, identifying, reporting, investigating, and controlling infections and communicable diseases for all residents, staff, volunteers, visitors, and other individuals providing services under a contractual arrangement based upon the facility assessment conducted according to §483.70(e) and following accepted national standards (facility assessment implementation is Phase 2);

(2) Written standards, policies, and procedures for the program, which must include, but are not limited to:

(i) A system of surveillance designed to identify possible communicable diseases or infections before they can spread to other persons in the facility;

(ii) When and to whom possible incidents of communicable disease or infections should be reported;

(iii) Standard and transmission-based precautions to be followed to prevent spread of infections;

(iv) When and how isolation should be used for a resident; including but not limited to:

(A) The type and duration of the isolation, depending upon the infectious agent or organism involved, and 
(B) A requirement that the isolation should be the least restrictive possible for the resident under the circumstances.  

(v) The circumstances under which the facility must prohibit employees with a communicable disease or infected skin lesions from direct contact with residents or their food, if direct contact will transmit the disease; and

(vi) The hand hygiene procedures to be followed by staff involved in direct resident contact.

(4) A system for recording incidents identified under the facility’s IPCP and the corrective actions taken by the facility. 

(e) Linens.  Personnel must handle, store, process, and transport linens so as to prevent the spread of infection.  

(f) Annual review.  The facility will conduct an annual review of its IPCP and update their program, as necessary."
"FF10","0455","483.90(c)(1)(2)(d)(1)","R","EMERGENCY ELECTRICAL POWER SYSTEM","(c) Emergency Power

(1) An emergency electrical power system must supply power adequate at least for lighting all entrances and exits; equipment to maintain the fire detection, alarm, and extinguishing systems; and life support systems in the event the normal electrical supply is interrupted.

(2) When life support systems are used, the facility must provide emergency electrical power with an emergency generator (as defined in NFPA 99, Health Care Facilities) that is located  on the premises

(d) Space and Equipment

The facility must--

(1) Provide sufficient space and equipment in dining, health services, recreation, and program areas to enable staff to provide residents with needed services as required by these standards and as identified in each resident’s assessment and plan of care."
"FF10","0456","483.90(d)(2)(e)","R","ESSENTIAL EQUIPMENT, SAFE OPERATING CONDITION","(d)(2) Maintain all mechanical, electrical, and patient care equipment in safe operating condition.

(e) Resident Rooms
Resident rooms must be designed and equipped for adequate nursing care, comfort, and privacy of residents."
"FF10","0457","483.90(e)(1)(i)","R","BEDROOMS ACCOMMODATE NO MORE THAN 4 RESIDENTS","(e)(1) Bedrooms must--

(e)(1)(i) Accommodate no more than four residents;.  For facilities that receive approval of construction or reconstruction plans by State and local authorities or are newly certified after November 28, 2016, bedrooms must accommodate no more than two residents."
"FF10","0458","483.90(e)(1)(ii)","R","BEDROOMS MEASURE AT LEAST 80 SQ FT/RESIDENT","(e)(1)(ii) Measure at least 80 square feet per resident in multiple resident bedrooms, and at least 100 square feet in single resident rooms;"
"FF10","0460","483.90(e)(1)(iv)-(v)","R","BEDROOMS ASSURE FULL VISUAL PRIVACY","(e)(1)(iv) Be designed or equipped to assure full visual privacy for each resident; 

(e)(1)(v)  In facilities initially certified after March 31, 1992, except in private rooms, each bed must have ceiling suspended curtains, which extend around the bed to provide total visual privacy in combination with adjacent walls and curtains"
"FF10","0461","Various sections in 483.10,483.25,483.90","R","BEDROOMS - WINDOW/FLOOR, BED/FURNITURE/CLOSET","483.10
(i)(4) Private closet space in each resident room, as specified in §483.90(e)(2)(iv);

483.25
(n)(4) Follow the manufacturers’ recommendations and specifications for installing and maintaining bed rails.


483.90
(c)(3) Conduct Regular inspection of all bed frames, mattresses, and bed rails, if any, as part of a regular maintenance program to identify areas of possible entrapment.  When bed rails and mattresses are used and purchased separately from the bed frame, the facility must ensure that the bed rails, mattress, and bed frame are compatible.

(e)(1)(vi) - Resident Rooms

Bedrooms must -- 
(vi) - Have at least one window to the outside; and

(vii) Have a floor at or above grade level.

(e)(2) -The facility must provide each resident with--

(i) A separate bed of proper size and height for the safety and convenience of the resident;

(ii) A clean, comfortable mattress;

(iii) Bedding, appropriate to the weather and climate; and

 (iv) Functional furniture appropriate to the resident’s needs, and individual closet space in the resident’s bedroom with clothes racks and shelves accessible to the resident."
"FF10","0463","483.90(g)(2)","R","RESIDENT CALL SYSTEM - ROOMS/TOILET/BATH","(g) Resident Call System

The facility must be adequately equipped to allow residents to call for staff assistance through a communication system which relays the call directly to a staff member or to a centralized staff work area -

(2) Toilet and bathing facilities."
"FF10","0465","483.90(i)(5)","R","SAFE/FUNCTIONAL/SANITARY/COMFORTABLE ENVIRON","(i) Other Environmental Conditions

The facility must provide a safe, functional, sanitary, and comfortable environment for residents, staff and the public.

(5) Establish policies, in accordance with applicable Federal, State, and local laws and regulations, regarding smoking, smoking areas, and smoking safety that also take into account non-smoking residents."
"FF10","0466","483.90(i)(1)","R","PROCEDURES TO ENSURE WATER AVAILABILITY","The facility must--

(i)(1) Establish procedures to ensure that water is available to essential areas when there is a loss of normal water supply;"
"FF10","0468","483.90(i)(3)","R","CORRIDORS HAVE FIRMLY SECURED HANDRAILS","(i)(3) Equip corridors with firmly secured handrails on each side; and"
"FF10","0469","483.90(i)(4)","R","MAINTAINS EFFECTIVE PEST CONTROL PROGRAM","(i)(4) Maintain an effective pest control program so that the facility is free of pests and rodents."
"FF10","0490","483.70","R","EFFECTIVE ADMINISTRATION/RESIDENT WELL-BEING","483.70 Administration. 
A facility must be administered in a manner that enables it to use its resources effectively and efficiently to attain or maintain the highest practicable physical, mental, and psychosocial well-being of each resident."
"FF10","0492","483.70(b)(c)","R","COMPLY WITH FEDERAL/STATE/LOCAL LAWS/PROF STD","(b) Compliance with Federal, State, and Local Laws and Professional Standards. 

The facility must operate and provide services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards and principles that apply to professionals providing services in such a facility.

(c) Relationship to Other HHS Regulations.
 
In addition to compliance with the regulations set forth in this subpart, facilities are obliged to meet the applicable provisions of other HHS regulations, including but not limited to those pertaining to nondiscrimination on the basis of race, color, or national origin (45 CFR part 80); nondiscrimination on the basis of disability (45 CFR part 84); nondiscrimination on the basis of age (45 CFR part 91); nondiscrimination on the basis of race, color, national origin, sex, age, or disability (45 CFR part 92); protection of human subjects of research (45 CFR part 46); and fraud and abuse (42 CFR part 455) and protection of individually identifiable health information (45 CFR parts 160 and 164). Violations of such other provisions may result in a finding of non-compliance with this paragraph."
"FF10","0493","483.70(d)(1)(2)","R","GOVERNING BODY-FACILITY POLICIES/APPOINT ADMN","(d) Governing body. 

(1) The facility must have a governing body, or designated persons functioning as a governing body, that is legally responsible for establishing and implementing policies regarding the management and operation of the facility; and

(2) The governing body appoints the administrator who is-

(i) Licensed by the State, where licensing is required; 

(ii) Responsible for management of the facility; and 

(iii) Reports to and is accountable to the governing body."
"FF10","0498","483.35(c); 483.95(g)(1)(2)(4)","R","NURSE AIDE DEMONSTRATE COMPETENCY/CARE NEEDS","483.35
(c) Proficiency of Nurse Aides

The facility must ensure that nurse aides are able to demonstrate competency in skills and techniques necessary to care for residents’ needs, as identified through resident assessments, and described in the plan of care.

483.95
(g) Required in-service training for nurse aides.

 In-service training must-
(g)(1) Be sufficient to ensure the continuing competence of nurse aides, but must be no less than 12 hours per year.

(g)(2) Include dementia management training and resident abuse prevention training.

(g)(4) For nurse aides providing services to individuals with cognitive impairments, also address the care of the cognitively impaired."
"FF10","0500","483.70(g)(1)(2)(i)(ii)","R","OUTSIDE PROFESSIONAL RESOURCES-ARRANGE/AGRMNT","(g) Use of outside resources.

(1) If the facility does not employ a qualified professional person to furnish a specific service to be provided by the facility, the facility must have that service furnished to residents by a person or agency outside the facility under an arrangement described in section 1861(w) of the Act or an agreement described in paragraph (g)(2) of this section.

(2) Arrangements as described in section 1861(w) of the Act or agreements pertaining to services furnished by outside resources must specify in writing that the facility assumes responsibility for-

(i) Obtaining services that meet professional standards and principles that apply to professionals providing services in such a facility; and

(ii) The timeliness of the services."
"FF10","0501","483.70(h)(1)(2)","R","RESPONSIBILITIES OF MEDICAL DIRECTOR","(h) Medical director.

(1) The facility must designate a physician to serve as medical director.

(2) The medical director is responsible for-

(i)  Implementation of resident care policies; and

(ii) The coordination of medical care in the facility."
"FF10","0502","483.50(a)(1)","R","ADMINISTRATION","(a) Laboratory Services

(1) The facility must provide or obtain laboratory services to meet the needs of its residents. The facility is responsible for the quality and timeliness of the services."
"FF10","0505","483.50(a)(2)(ii)","R","PROMPTLY NOTIFY PHYSICIAN OF LAB RESULTS","(a) Laboratory Services

(2) The facility must-

(ii) Promptly notify the ordering physician, physician assistant, nurse practitioner, or clinical nurse specialist of laboratory results that fall outside of clinical reference ranges in accordance with facility policies and procedures for notification of a practitioner or per the ordering physician’s orders."
"FF10","0508","483.50(b)(1)","R","PROVIDE/OBTAIN RADIOLOGY/DIAGNOSTIC SVCS","(b) Radiology and other diagnostic services. 

(1) The facility must provide or obtain radiology and other diagnostic services to meet the needs of its residents. The facility is responsible for the quality and timeliness of the services."
"FF10","0513","483.50(b)(2)(iv)","R","X-RAY/DIAGNOSTIC REPORT IN RECORD-SIGN/DATED","(b) Radiology and other diagnostic services. 

(2) The facility must-

(iv) File in the resident's clinical record signed and dated reports of radiologic and other diagnostic services."
"FF10","0514","483.70(i)(1)(5)","R","RES RECORDS-COMPLETE/ACCURATE/ACCESSIBLE","(i) Medical records. 
(1) In accordance with accepted professional standards and practices, the facility must maintain medical records on each resident that are- 

(i) Complete;

(ii) Accurately documented;

(iii) Readily accessible; and

(iv) Systematically organized

(5) The medical record must contain- 

(i) Sufficient information to identify the resident; 

(ii) A record of the resident’s assessments; 

(iii) The comprehensive plan of care and services provided; 

(iv) The results of any preadmission screening and resident review evaluations and determinations conducted by the State; 

(v) Physician’s, nurse’s, and other licensed professional’s progress notes; and 

(vi) Laboratory, radiology and other diagnostic services reports as required under §483.50."
"FF10","0515","483.70(i)(4)(i)-(iii)","R","RETENTION OF RESIDENT CLINICAL RECORDS","(i) Medical records. 

(4) Medical records must be retained for- 

(i) The period of time required by State law; or 

(ii) Five years from the date of discharge when there is no requirement in State law; or 

(iii) For a minor, 3 years after a resident reaches legal age under State law."
"FF10","0516","483.20(f)(5)(i)(ii); 483.70(i)(3)","R","RELEASE RES INFO, SAFEGUARD CLINICAL RECORDS","483.20(f)(5) Resident-identifiable information.

(i) A facility may not release information that is resident-identifiable to the public.

(ii) The facility may release information that is resident-identifiable to an agent only in accordance with a contract under which the agent agrees not to use or disclose the information except to the extent the facility itself is permitted to do so.

483.70(i)(3) The facility must safeguard medical record information against loss, destruction, or unauthorized use."
"FF10","0517","483.75(m)(1)","R","WRITTEN PLANS TO MEET EMERGENCIES/DISASTERS","The facility must have detailed written plans and procedures to meet all potential emergencies and disasters, such as fire, severe weather, and missing residents."
"FF10","0520","483.75(g)(1)(i)-(iii)(2)(i)(ii)(h)(i)","R","QAA COMMITTEE-MEMBERS/MEET QUARTERLY/PLANS","(g) Quality assessment and assurance.

(1) A facility must maintain a quality assessment and assurance committee consisting at a minimum of: 

(i) The director of nursing services;

(ii) The Medical Director or his/her designee;

(iii) At least three other members of the facility's staff, at least one of who must be the administrator, owner, a board member or other individual in a leadership role; and

(g)(2) The quality assessment and assurance committee must :

(i) Meet at least quarterly and as needed to coordinate and evaluate activities such as identifying issues with respect to which quality assessment and assurance activities are necessary; and

(ii) Develop and implement appropriate plans of action to correct identified quality deficiencies; 

(h) Disclosure of information.  A State or the Secretary may not require disclosure of the records of such committee except in so far as such disclosure is related to the compliance of such committee with the requirements of this section.

(i) Sanctions. Good faith attempts by the committee to identify and correct quality deficiencies will not be used as a basis for sanctions."
"FF11","0550","483.10(a)(1)(2)(b)(1)(2)","R","RESIDENT RIGHTS/EXERCISE OF RIGHTS","§483.10(a) Resident Rights.
The resident has a right to a dignified existence, self-determination, and communication with and access to persons and services inside and outside the facility, including those specified in this section.

§483.10(a)(1) A facility must treat each resident with respect and dignity and care for each resident in a manner and in an environment that promotes maintenance or enhancement of his or her quality of life, recognizing each resident's individuality. The facility must protect and promote the rights of the resident.

§483.10(a)(2) The facility must provide equal access to quality care regardless of diagnosis, severity of condition, or payment source. A facility must establish and maintain identical policies and practices regarding transfer, discharge, and the provision of services under the State plan for all residents regardless of payment source.

§483.10(b) Exercise of Rights. 
The resident has the right to exercise his or her rights as a resident of the facility and as a citizen or resident of the United States. 

§483.10(b)(1) The facility must ensure that the resident can exercise his or her rights without interference, coercion, discrimination, or reprisal from the facility. 

§483.10(b)(2) The resident has the right to be free of interference, coercion, discrimination, and reprisal from the facility in exercising his or her rights and to be supported by the facility in the exercise of his or her rights as required under this subpart."
