"FACILITY_ID","SURVEY_ID","INITIAL_SURVEY_DATE","SURVEY_TYPE","TOTAL_VISITS_REQUIRED"
"571","DYSY","02/12/2018","CERTIFICATION/COMPLAINT","2"
"571","KHIN","10/28/2019","COMPLAINT","2"
"579","70E3","05/18/2020","COMPLAINT","1"
"579","HED6","11/06/2017","CERTIFICATION/COMPLAINT","2"
"579","X6MV","04/09/2019","CERTIFICATION/COMPLAINT","3"
"579","XKP8","07/23/2020","COMPLAINT","1"
"580","0K3I","06/28/2017","COMPLAINT","2"
"580","0KNV","08/21/2017","COMPLAINT","2"
"580","3SIF","02/01/2018","CERTIFICATION/COMPLAINT","2"
"580","5CB1","02/28/2020","CERTIFICATION/COMPLAINT","2"
"580","FC20","07/15/2019","COMPLAINT","2"
"580","H8OM","06/13/2017","COMPLAINT","2"
"580","KXE5","09/13/2018","COMPLAINT","2"
"580","NZXK","03/08/2019","CERTIFICATION/COMPLAINT","2"
"580","Q13U","08/06/2020","COMPLAINT","1"
"580","QB7V","07/13/2020","COMPLAINT","1"
"580","VC7R","03/16/2018","COMPLAINT","2"
"580","VCBI","09/15/2020","COMPLAINT","1"
"580","WHD8","12/05/2016","CERTIFICATION/COMPLAINT","2"
"582","6HIX","08/05/2019","COMPLAINT","2"
"582","7SQ0","03/27/2019","CERTIFICATION/COMPLAINT","2"
"582","LQ03","06/19/2020","COMPLAINT","1"
"582","T9NE","12/04/2017","CERTIFICATION/COMPLAINT","2"
"586","0Z5F","09/13/2019","CERTIFICATION/COMPLAINT","2"
"586","4G7M","05/14/2020","COMPLAINT","1"
"586","9SJL","03/22/2017","CERTIFICATION/COMPLAINT","2"
"586","FYRM","05/08/2020","COMPLAINT","1"
"586","KT6E","08/19/2020","COMPLAINT","1"
"586","O085","02/05/2020","COMPLAINT","2"
"586","PSQV","08/07/2018","CERTIFICATION/COMPLAINT","2"
"586","R26V","01/30/2017","COMPLAINT","2"
"588","4CCG","07/07/2020","COMPLAINT","1"
"588","5B5O","06/18/2020","COMPLAINT","1"
"588","M8DL","10/17/2017","CERTIFICATION","2"
"588","MNBN","02/12/2019","CERTIFICATION/COMPLAINT","2"
"588","SJXM","07/02/2020","COMPLAINT","2"
"590","OX95","07/02/2020","COMPLAINT","1"
"590","W703","09/15/2017","CERTIFICATION","2"
"590","WTE6","01/25/2019","CERTIFICATION/COMPLAINT","2"
"590","Y7QS","05/15/2020","COMPLAINT","1"
"592","143W","01/25/2019","COMPLAINT","2"
"592","6QZM","05/10/2018","CERTIFICATION/COMPLAINT","2"
"592","CUL9","08/29/2019","CERTIFICATION/COMPLAINT","2"
"592","IQN4","12/28/2016","CERTIFICATION","2"
"592","OJ71","10/17/2019","COMPLAINT","2"
"592","OM6K","06/14/2019","COMPLAINT","2"
"592","PCR1","06/26/2020","COMPLAINT","1"
"592","XB3N","05/16/2020","COMPLAINT","1"
"592","XJV8","01/24/2019","COMPLAINT","2"
"592","YS62","05/22/2017","COMPLAINT","2"
"593","0V5G","09/08/2020","COMPLAINT","2"
"593","3UWH","06/10/2019","COMPLAINT","2"
"593","63RO","09/14/2018","CERTIFICATION/COMPLAINT","2"
"593","6DY1","08/22/2019","COMPLAINT","2"
"593","7Z4J","07/30/2019","COMPLAINT","2"
"593","MJ1E","01/16/2018","COMPLAINT","2"
"593","MVFU","05/02/2017","CERTIFICATION/COMPLAINT","2"
"593","N749","07/08/2020","COMPLAINT","1"
"593","O9LI","01/23/2020","CERTIFICATION/COMPLAINT","2"
"593","UUTD","08/05/2020","COMPLAINT","1"
"593","XZOC","04/21/2020","COMPLAINT","1"
"593","Y13H","07/28/2020","COMPLAINT","2"
"594","0W65","01/24/2017","COMPLAINT","2"
"594","2FIW","10/10/2018","CERTIFICATION/COMPLAINT","2"
"594","35E9","08/22/2018","COMPLAINT","2"
"594","4XTN","12/02/2016","COMPLAINT","2"
"594","93HN","12/16/2019","CERTIFICATION/COMPLAINT","2"
"594","IQC9","05/24/2017","CERTIFICATION/COMPLAINT","2"
"594","KDW0","06/01/2020","COMPLAINT","1"
"594","XNMH","02/25/2019","COMPLAINT","2"
"595","5QOJ","06/03/2020","COMPLAINT","1"
"595","EQ6P","03/22/2019","CERTIFICATION/COMPLAINT","2"
"595","GF15","04/04/2019","COMPLAINT","2"
"595","ITI2","11/14/2017","CERTIFICATION/COMPLAINT","2"
"595","RI0K","11/18/2018","COMPLAINT","2"
"604","3NOT","06/29/2017","COMPLAINT","2"
"604","4UXI","03/10/2017","CERTIFICATION/COMPLAINT","2"
"604","5VN7","06/11/2018","COMPLAINT","3"
"604","735R","11/10/2016","COMPLAINT","2"
"604","92M1","08/30/2019","COMPLAINT","2"
"604","KZQ7","05/20/2020","COMPLAINT","1"
"604","M75Q","07/27/2018","CERTIFICATION/COMPLAINT","2"
"604","MLZI","02/27/2019","COMPLAINT","2"
"604","WDD4","10/24/2019","CERTIFICATION/COMPLAINT","3"
"604","WW3M","09/18/2020","COMPLAINT","1"
"604","X6BJ","06/30/2020","COMPLAINT","1"
"604","XYFM","07/28/2020","COMPLAINT","1"
"606","H3T6","05/31/2019","CERTIFICATION/COMPLAINT","2"
"606","O2WM","05/12/2020","COMPLAINT","1"
"606","SC06","01/04/2018","CERTIFICATION/COMPLAINT","2"
"607","1FZY","09/25/2020","COMPLAINT","1"
"607","5YB3","12/12/2017","COMPLAINT","1"
"607","6C5V","10/23/2019","CERTIFICATION/COMPLAINT","2"
"607","6RFP","12/21/2016","COMPLAINT","2"
"607","883E","07/18/2018","COMPLAINT","2"
"607","95SD","06/30/2017","CERTIFICATION/COMPLAINT","2"
"607","C2DL","03/15/2018","COMPLAINT","2"
"607","CKW9","05/19/2020","COMPLAINT","1"
"607","LV93","12/21/2018","COMPLAINT","2"
"607","LW6C","05/08/2019","CERTIFICATION/COMPLAINT","2"
"607","NB9C","09/14/2020","COMPLAINT","1"
"607","RVOH","09/18/2018","COMPLAINT","2"
"607","SPZK","08/31/2020","COMPLAINT","1"
"607","Z3MQ","09/16/2020","CERTIFICATION/COMPLAINT","1"
"607","ZPJ6","01/07/2019","CERTIFICATION","3"
"608","HY06","02/12/2019","CERTIFICATION","2"
"608","J2N8","05/29/2020","COMPLAINT","1"
"608","LY5J","08/18/2020","COMPLAINT","1"
"608","X76V","09/27/2017","CERTIFICATION/COMPLAINT","2"
"609","0MZJ","11/21/2019","CERTIFICATION/COMPLAINT","2"
"609","2192","08/25/2017","CERTIFICATION/COMPLAINT","2"
"609","2JBV","03/05/2020","COMPLAINT","2"
"609","346J","11/01/2017","COMPLAINT","2"
"609","34S0","07/23/2020","COMPLAINT","1"
"609","5QZ9","08/06/2018","COMPLAINT","2"
"609","6G2O","10/09/2020","COMPLAINT","1"
"609","BU7F","07/27/2020","COMPLAINT","2"
"609","FHHE","01/07/2019","CERTIFICATION/COMPLAINT","2"
"609","GMS3","01/25/2019","COMPLAINT","2"
"609","K451","02/04/2020","COMPLAINT","2"
"609","ME1Z","11/09/2018","COMPLAINT","2"
"609","Z383","06/03/2020","COMPLAINT","2"
"613","F3MK","08/06/2020","COMPLAINT","1"
"613","GQP7","03/21/2019","CERTIFICATION/COMPLAINT","2"
"613","GUEY","05/20/2020","COMPLAINT","1"
"613","K3XR","10/26/2017","CERTIFICATION/COMPLAINT","2"
"618","3DQ6","09/25/2017","COMPLAINT","2"
"618","41QX","09/08/2020","COMPLAINT","1"
"618","8GLY","11/07/2018","CERTIFICATION/COMPLAINT","2"
"618","ET3J","06/03/2020","COMPLAINT","1"
"618","L87O","09/11/2020","CERTIFICATION/COMPLAINT","1"
"618","MW4P","06/16/2017","CERTIFICATION","2"
"620","1HCX","05/04/2020","COMPLAINT","1"
"620","9G0U","05/19/2017","CERTIFICATION/COMPLAINT","2"
"620","DWOL","11/08/2018","CERTIFICATION/COMPLAINT","2"
"620","RGQ8","01/27/2020","CERTIFICATION/COMPLAINT","2"
"621","13N6","09/18/2020","COMPLAINT","1"
"621","28T1","05/08/2020","COMPLAINT","1"
"621","84BN","08/08/2019","COMPLAINT","2"
"621","GU1Z","12/18/2017","CERTIFICATION","2"
"621","ICDI","06/05/2020","COMPLAINT","1"
"621","LU5D","03/13/2017","COMPLAINT","2"
"621","PFMB","06/19/2019","CERTIFICATION/COMPLAINT","2"
"621","W05H","07/30/2020","COMPLAINT","1"
"621","ZKCZ","01/16/2018","COMPLAINT","2"
"621","ZPGU","05/14/2019","COMPLAINT","2"
"624","07S4","02/13/2020","CERTIFICATION","2"
"624","BHKE","06/05/2020","COMPLAINT","1"
"624","GAQ5","09/26/2018","CERTIFICATION/COMPLAINT","2"
"624","NJRE","04/27/2017","CERTIFICATION","2"
"628","71U3","06/13/2017","CERTIFICATION","2"
"628","7MW9","06/04/2020","COMPLAINT","1"
"628","BTGF","10/17/2019","CERTIFICATION","2"
"628","R58H","09/25/2018","CERTIFICATION/COMPLAINT","2"
"633","50XH","10/04/2018","COMPLAINT","2"
"633","550V","02/21/2020","COMPLAINT","2"
"633","9GJB","05/29/2020","COMPLAINT","1"
"633","9O2Q","03/18/2020","COMPLAINT","2"
"633","9VH3","04/25/2018","CERTIFICATION/COMPLAINT","2"
"633","C8X3","09/21/2020","COMPLAINT","1"
"633","JTQM","06/12/2019","CERTIFICATION/COMPLAINT","2"
"633","K7RB","01/18/2018","COMPLAINT","2"
"633","O4PU","01/15/2019","COMPLAINT","2"
"633","ZSYV","01/24/2017","CERTIFICATION/COMPLAINT","3"
"647","6NPH","03/09/2018","CERTIFICATION/COMPLAINT","2"
"647","IBOI","02/26/2020","COMPLAINT","2"
"647","JBR9","11/08/2016","CERTIFICATION/COMPLAINT","2"
"647","LF6F","09/11/2019","CERTIFICATION","2"
"647","QOFQ","05/12/2020","COMPLAINT","1"
"647","S77P","12/15/2017","COMPLAINT","2"
"647","T8D9","06/11/2019","COMPLAINT","2"
"648","0K4K","09/15/2020","COMPLAINT","1"
"648","7KQ8","01/07/2020","CERTIFICATION/COMPLAINT","2"
"648","7Z5X","05/13/2020","COMPLAINT","1"
"648","BINZ","02/14/2017","CERTIFICATION/COMPLAINT","2"
"648","CTJZ","12/15/2017","COMPLAINT","2"
"648","FIEQ","06/29/2018","CERTIFICATION/COMPLAINT","2"
"648","IHSQ","06/11/2019","COMPLAINT","1"
"648","ROV4","08/19/2020","COMPLAINT","1"
"648","UBLM","02/18/2020","COMPLAINT","2"
"650","0L3D","12/19/2017","COMPLAINT","2"
"650","2WVS","10/04/2019","COMPLAINT","2"
"650","50K5","02/09/2018","COMPLAINT","2"
"650","67GM","10/05/2018","COMPLAINT","2"
"650","801R","05/08/2018","COMPLAINT","2"
"650","922J","04/28/2020","COMPLAINT","1"
"650","BUW3","02/25/2019","COMPLAINT","2"
"650","E8UI","07/02/2020","COMPLAINT","1"
"650","H2LW","01/19/2017","CERTIFICATION/COMPLAINT","2"
"650","HE2P","02/18/2020","COMPLAINT","2"
"650","IM8Y","07/01/2020","COMPLAINT","1"
"650","K6VL","08/27/2019","COMPLAINT","2"
"650","L7FR","08/27/2020","COMPLAINT","1"
"650","MBIG","07/24/2019","CERTIFICATION/COMPLAINT","2"
"650","P7S1","11/09/2016","COMPLAINT","2"
"650","PYSF","03/23/2018","CERTIFICATION/COMPLAINT","2"
"651","4EQB","05/01/2017","CERTIFICATION/COMPLAINT","2"
"651","ELMD","04/17/2018","COMPLAINT","2"
"651","OY44","06/11/2020","COMPLAINT","2"
"651","S8KX","08/03/2020","COMPLAINT","1"
"651","SLUT","09/21/2018","CERTIFICATION/COMPLAINT","2"
"651","VLBH","11/22/2019","CERTIFICATION/COMPLAINT","2"
"654","85M2","01/06/2020","CERTIFICATION","2"
"654","EYBP","04/10/2017","CERTIFICATION/COMPLAINT","2"
"654","N23F","09/14/2018","CERTIFICATION/COMPLAINT","2"
"654","X4IF","04/28/2020","COMPLAINT","1"
"655","0WDL","09/03/2020","COMPLAINT","1"
"655","53FW","02/02/2018","CERTIFICATION/COMPLAINT","2"
"655","D6OE","06/03/2019","CERTIFICATION/COMPLAINT","2"
"655","EZEB","05/07/2020","COMPLAINT","1"
"655","OL8G","12/07/2018","COMPLAINT","2"
"655","OXZK","07/13/2020","COMPLAINT","1"
"655","XL4U","02/19/2020","COMPLAINT","2"
"655","ZM9E","10/25/2019","COMPLAINT","3"
"656","0WF1","11/05/2018","COMPLAINT","2"
"656","3CRN","07/24/2017","COMPLAINT","2"
"656","3JLW","04/28/2020","COMPLAINT","1"
"656","73SL","09/06/2017","COMPLAINT","2"
"656","9N43","10/31/2017","COMPLAINT","2"
"656","B7MT","01/27/2017","CERTIFICATION/COMPLAINT","3"
"656","BPZN","06/08/2018","CERTIFICATION/COMPLAINT","2"
"656","C0QB","09/25/2020","COMPLAINT","1"
"656","GMKY","08/11/2017","COMPLAINT","2"
"656","LHPE","12/20/2019","COMPLAINT","2"
"656","M34Z","03/16/2017","COMPLAINT","2"
"656","OYMV","09/17/2020","COMPLAINT","1"
"656","OZ5G","01/17/2020","COMPLAINT","2"
"656","P0FG","03/12/2020","COMPLAINT","2"
"656","RK7K","11/03/2017","COMPLAINT","2"
"656","U0H7","06/29/2020","COMPLAINT","1"
"656","UCDF","08/14/2019","CERTIFICATION/COMPLAINT","2"
"657","5M37","02/28/2017","CERTIFICATION/COMPLAINT","2"
"657","5UQT","07/19/2018","CERTIFICATION/COMPLAINT","2"
"657","A9KS","05/12/2020","COMPLAINT","1"
"657","CDLV","12/11/2017","COMPLAINT","2"
"657","GTCY","02/06/2020","COMPLAINT","2"
"657","I8OM","11/04/2019","CERTIFICATION/COMPLAINT","2"
"657","JLH5","12/03/2019","COMPLAINT","2"
"664","0PID","03/20/2017","COMPLAINT","2"
"664","3F0J","03/12/2019","CERTIFICATION/COMPLAINT","2"
"664","JQNN","10/19/2017","CERTIFICATION/COMPLAINT","2"
"664","SSDC","05/18/2020","COMPLAINT","1"
"664","XUS6","03/01/2018","COMPLAINT","2"
"672","2JK1","04/18/2018","COMPLAINT","2"
"672","3VHX","08/15/2018","COMPLAINT","2"
"672","5I4O","02/13/2020","CERTIFICATION/COMPLAINT","2"
"672","9U50","04/28/2017","CERTIFICATION/COMPLAINT","2"
"672","D4U7","05/28/2020","COMPLAINT","1"
"672","EQS2","08/31/2018","CERTIFICATION/COMPLAINT","2"
"672","ZLGZ","11/15/2018","COMPLAINT","2"
"677","0HM0","03/13/2019","CERTIFICATION","2"
"677","6HM9","04/09/2018","COMPLAINT","2"
"677","CDMD","06/17/2020","COMPLAINT","1"
"677","Y336","10/27/2017","CERTIFICATION/COMPLAINT","2"
"681","16KL","07/24/2018","COMPLAINT","2"
"681","1QZR","06/17/2020","COMPLAINT","1"
"681","3UT7","07/24/2019","COMPLAINT","2"
"681","9G63","11/16/2017","CERTIFICATION","2"
"681","RHVM","04/24/2019","CERTIFICATION/COMPLAINT","2"
"682","2W0J","04/12/2019","CERTIFICATION/COMPLAINT","3"
"682","BEBL","05/15/2020","COMPLAINT","1"
"682","CN99","02/08/2018","CERTIFICATION","2"
"682","GRM8","11/18/2016","CERTIFICATION/COMPLAINT","2"
"682","VQ5B","09/14/2018","COMPLAINT","2"
"683","3UWZ","09/13/2018","CERTIFICATION/COMPLAINT","3"
"683","5PZ6","12/22/2017","COMPLAINT","2"
"683","9HR4","08/30/2019","COMPLAINT","2"
"683","9PM8","07/10/2020","COMPLAINT","2"
"683","C5ZI","10/26/2017","COMPLAINT","2"
"683","IC4T","07/02/2020","COMPLAINT","1"
"683","L3Z1","07/16/2019","COMPLAINT","2"
"683","LPU7","01/27/2020","CERTIFICATION/COMPLAINT","2"
"683","N3YR","03/09/2020","COMPLAINT","2"
"683","Q2CY","05/08/2017","CERTIFICATION/COMPLAINT","2"
"683","Q8HL","08/29/2018","COMPLAINT","2"
"683","RDPS","04/28/2020","COMPLAINT","1"
"683","WPFI","04/13/2018","COMPLAINT","2"
"691","1LC1","06/12/2020","COMPLAINT","1"
"691","2X8T","04/26/2018","CERTIFICATION/COMPLAINT","2"
"691","88EH","07/22/2020","COMPLAINT","1"
"691","D9IN","01/31/2020","CERTIFICATION/COMPLAINT","2"
"691","GQZ9","01/27/2017","CERTIFICATION","2"
"696","2YQF","05/02/2019","CERTIFICATION","2"
"696","9OQY","10/02/2020","COMPLAINT","1"
"696","EQB6","06/23/2020","COMPLAINT","1"
"696","MZQI","07/15/2020","COMPLAINT","1"
"696","SXSV","09/20/2018","COMPLAINT","2"
"696","ZG7U","08/09/2017","CERTIFICATION","2"
"702","0KTM","04/30/2020","COMPLAINT","1"
"702","1DWP","12/06/2018","COMPLAINT","2"
"702","4BA9","08/11/2020","COMPLAINT","2"
"702","SI3J","08/09/2019","CERTIFICATION","2"
"702","XGIR","08/11/2020","COMPLAINT","1"
"702","XX4Q","09/12/2017","CERTIFICATION","2"
"710","924V","05/21/2020","COMPLAINT","1"
"710","DMUO","11/15/2019","COMPLAINT","1"
"710","E04H","07/30/2019","CERTIFICATION","2"
"710","ODCY","10/17/2017","CERTIFICATION","2"
"710","PFGK","07/24/2020","COMPLAINT","1"
"716","00TU","04/02/2019","COMPLAINT","2"
"716","2YHT","11/16/2018","CERTIFICATION/COMPLAINT","2"
"716","3CG7","07/12/2017","CERTIFICATION","2"
"716","3GQU","04/29/2020","COMPLAINT","1"
"716","4X5H","12/31/2018","COMPLAINT","2"
"716","76YJ","09/14/2020","CERTIFICATION","2"
"716","83TX","08/12/2020","COMPLAINT","2"
"716","8S81","09/24/2019","COMPLAINT","2"
"716","DYC4","06/22/2017","COMPLAINT","2"
"716","HTLT","01/01/2020","COMPLAINT","2"
"716","NI7H","02/22/2018","COMPLAINT","2"
"716","PWME","07/15/2019","COMPLAINT","2"
"716","S0Y9","02/21/2018","COMPLAINT","2"
"716","S72F","05/09/2020","COMPLAINT","4"
"716","SQMN","08/15/2017","COMPLAINT","2"
"716","XB2X","02/26/2020","COMPLAINT","2"
"716","ZQPP","07/09/2019","COMPLAINT","2"
"716","ZY81","08/11/2020","COMPLAINT","2"
"719","0BCZ","12/22/2017","CERTIFICATION","2"
"719","0UTO","11/22/2016","CERTIFICATION","2"
"719","3OPT","01/06/2020","CERTIFICATION","2"
"719","KZP8","06/01/2020","COMPLAINT","1"
"719","MJIN","01/22/2019","CERTIFICATION","2"
"719","OU3X","08/29/2019","COMPLAINT","2"
"721","0LM6","06/21/2019","CERTIFICATION/COMPLAINT","2"
"721","D3FI","07/14/2020","COMPLAINT","1"
"721","I39Q","03/05/2018","CERTIFICATION/COMPLAINT","2"
"721","LNX5","05/27/2020","COMPLAINT","1"
"721","QUT7","01/10/2017","CERTIFICATION/COMPLAINT","2"
"731","80E8","02/21/2019","CERTIFICATION/COMPLAINT","2"
"731","CJ2L","05/29/2020","COMPLAINT","1"
"731","K2ZQ","03/28/2019","COMPLAINT","2"
"731","SBWY","09/22/2017","CERTIFICATION/COMPLAINT","2"
"732","2MUX","03/07/2019","COMPLAINT","2"
"732","5MN4","04/01/2019","CERTIFICATION/COMPLAINT","2"
"732","GTG3","12/05/2016","COMPLAINT","2"
"732","HI21","04/19/2019","COMPLAINT","2"
"732","O90V","09/10/2020","COMPLAINT","1"
"732","QEFM","12/11/2017","CERTIFICATION","2"
"732","UPGW","06/01/2020","COMPLAINT","2"
"735","2NJ2","01/18/2020","COMPLAINT","2"
"735","5D9H","02/19/2019","COMPLAINT","2"
"735","IOXO","03/28/2019","COMPLAINT","2"
"735","KXUM","08/01/2017","CERTIFICATION/COMPLAINT","2"
"735","W79G","05/22/2020","COMPLAINT","1"
"735","Z8I5","01/17/2019","CERTIFICATION/COMPLAINT","2"
"740","282B","06/24/2020","COMPLAINT","1"
"740","2DYT","05/04/2018","CERTIFICATION","2"
"740","9PHI","10/31/2019","CERTIFICATION/COMPLAINT","2"
"740","UH14","08/22/2020","COMPLAINT","1"
"743","5KJ2","12/20/2018","COMPLAINT","2"
"743","AHB9","07/14/2020","COMPLAINT","1"
"743","DGF4","06/24/2020","COMPLAINT","1"
"743","GAK6","06/06/2019","CERTIFICATION/COMPLAINT","2"
"743","R2OW","02/24/2020","COMPLAINT","1"
"743","WLLS","09/22/2017","CERTIFICATION","2"
"749","1L8O","04/04/2018","COMPLAINT","2"
"749","2I7U","09/22/2017","CERTIFICATION/COMPLAINT","2"
"749","B58N","07/29/2020","COMPLAINT","1"
"749","FW85","08/22/2017","COMPLAINT","2"
"749","GMSM","11/30/2018","COMPLAINT","2"
"749","J58D","09/21/2020","COMPLAINT","1"
"749","K06K","03/30/2017","CERTIFICATION/COMPLAINT","3"
"749","QBFL","10/15/2019","COMPLAINT","2"
"749","T8Z5","11/16/2016","COMPLAINT","2"
"749","TGLO","12/20/2019","CERTIFICATION/COMPLAINT","2"
"749","V9N7","03/08/2018","CERTIFICATION/COMPLAINT","2"
"749","VWLL","06/04/2020","COMPLAINT","1"
"749","WEC1","08/31/2018","CERTIFICATION/COMPLAINT","3"
"749","ZKPF","11/20/2017","COMPLAINT","2"
"754","1WRH","10/01/2019","CERTIFICATION","2"
"754","CDKI","01/02/2018","CERTIFICATION/COMPLAINT","3"
"754","YN8Q","06/15/2020","COMPLAINT","1"
"761","2Z92","12/21/2018","CERTIFICATION/COMPLAINT","2"
"761","69IE","04/12/2017","CERTIFICATION","2"
"761","BHWW","09/30/2020","CERTIFICATION","1"
"761","M858","07/27/2020","COMPLAINT","2"
"761","N47U","05/18/2020","COMPLAINT","1"
"761","SUNQ","10/24/2019","COMPLAINT","2"
"762","30F2","03/06/2020","COMPLAINT","2"
"762","36XF","08/04/2020","COMPLAINT","1"
"762","BTCH","06/11/2020","COMPLAINT","1"
"762","MQLR","10/24/2017","CERTIFICATION","2"
"762","QHLT","02/12/2020","CERTIFICATION/COMPLAINT","2"
"762","UTTV","09/29/2020","COMPLAINT","1"
"762","WX2U","03/25/2019","CERTIFICATION/COMPLAINT","2"
"766","0SPZ","02/20/2020","CERTIFICATION/COMPLAINT","2"
"766","QOGH","06/04/2020","COMPLAINT","1"
"766","X6ZB","06/20/2017","CERTIFICATION","2"
"766","ZY45","02/15/2019","CERTIFICATION/COMPLAINT","2"
"767","0EQV","06/18/2019","CERTIFICATION/COMPLAINT","2"
"767","71VM","06/12/2018","COMPLAINT","2"
"767","EHRG","12/13/2016","CERTIFICATION/COMPLAINT","2"
"767","FDL8","07/10/2020","COMPLAINT","1"
"767","NAKU","07/18/2020","COMPLAINT","1"
"767","O95K","05/29/2020","COMPLAINT","1"
"767","OP3B","08/05/2020","COMPLAINT","1"
"767","P9I2","03/15/2018","COMPLAINT","2"
"767","WWTW","06/19/2018","CERTIFICATION/COMPLAINT","2"
"772","0BFO","09/09/2019","CERTIFICATION/COMPLAINT","2"
"772","29ER","06/11/2020","COMPLAINT","1"
"772","68QD","05/17/2018","CERTIFICATION/COMPLAINT","2"
"772","7WT6","05/18/2018","COMPLAINT","2"
"772","93K9","04/28/2020","COMPLAINT","1"
"772","9U1B","07/31/2020","COMPLAINT","1"
"772","B4KM","02/09/2017","COMPLAINT","2"
"772","CE9O","10/30/2019","COMPLAINT","2"
"772","DBP0","09/25/2020","COMPLAINT","2"
"772","LZKR","11/28/2018","COMPLAINT","2"
"772","YZJU","09/02/2020","COMPLAINT","1"
"772","Z8HZ","06/13/2017","COMPLAINT","2"
"774","53B3","09/13/2018","CERTIFICATION/COMPLAINT","3"
"774","6UMY","06/29/2020","COMPLAINT","1"
"774","7WKR","05/30/2018","COMPLAINT","2"
"774","UQXJ","02/03/2017","CERTIFICATION","2"
"774","VZNB","05/01/2020","COMPLAINT","1"
"775","D40N","04/13/2017","CERTIFICATION","2"
"775","VX2S","05/07/2018","CERTIFICATION","2"
"776","4BV9","06/30/2020","COMPLAINT","1"
"778","1U3H","05/26/2020","COMPLAINT","1"
"778","60VS","02/26/2018","CERTIFICATION/COMPLAINT","2"
"778","EDLI","04/05/2019","COMPLAINT","2"
"778","GBCK","11/25/2019","CERTIFICATION","2"
"778","YLND","07/27/2020","COMPLAINT","1"
"780","5ZTF","07/07/2017","CERTIFICATION","2"
"780","BJKF","04/16/2019","CERTIFICATION","2"
"784","1CTT","04/07/2017","CERTIFICATION","3"
"784","5BE2","10/05/2018","COMPLAINT","2"
"784","G895","09/04/2020","COMPLAINT","1"
"784","J4KU","01/29/2020","COMPLAINT","1"
"784","SFJ1","05/26/2020","COMPLAINT","1"
"784","UIBZ","09/16/2020","COMPLAINT","1"
"784","VTLQ","07/15/2020","COMPLAINT","1"
"784","YU9X","01/09/2019","CERTIFICATION","2"
"785","80EB","12/04/2019","CERTIFICATION","2"
"785","CMYS","12/15/2016","CERTIFICATION","2"
"785","IPNV","05/18/2020","COMPLAINT","1"
"785","M3SX","03/27/2018","CERTIFICATION/COMPLAINT","3"
"785","SR6M","02/08/2017","COMPLAINT","2"
"785","Y918","07/08/2020","COMPLAINT","1"
"786","1HX8","01/18/2017","CERTIFICATION","2"
"786","DGH2","11/06/2019","COMPLAINT","1"
"786","IRUP","07/10/2020","COMPLAINT","1"
"786","PT49","06/15/2018","CERTIFICATION/COMPLAINT","3"
"786","QTP3","02/19/2020","CERTIFICATION","2"
"786","VSK4","08/17/2020","COMPLAINT","1"
"787","1Z8Z","05/14/2020","COMPLAINT","1"
"787","GUSV","11/06/2019","CERTIFICATION","2"
"787","J301","07/27/2020","COMPLAINT","1"
"787","Q9J6","12/15/2017","CERTIFICATION","2"
"787","SHK9","04/25/2018","COMPLAINT","2"
"797","87FM","10/18/2018","CERTIFICATION/COMPLAINT","2"
"797","F82P","03/09/2017","CERTIFICATION","2"
"797","JR4O","06/18/2020","COMPLAINT","1"
"797","M3T6","08/18/2020","COMPLAINT","1"
"800","7CWH","05/15/2020","COMPLAINT","1"
"800","GWHC","12/01/2017","CERTIFICATION","2"
"800","Z1L4","06/05/2019","CERTIFICATION","2"
"802","B73N","05/02/2018","CERTIFICATION/COMPLAINT","2"
"802","JW85","12/21/2016","CERTIFICATION/COMPLAINT","2"
"802","MMV3","10/09/2019","CERTIFICATION/COMPLAINT","2"
"802","YBYO","06/09/2020","COMPLAINT","1"
"805","3Z5O","12/26/2019","COMPLAINT","2"
"805","69UH","01/10/2018","CERTIFICATION/COMPLAINT","2"
"805","CJ88","06/02/2020","COMPLAINT","1"
"805","DX4E","07/11/2019","CERTIFICATION/COMPLAINT","2"
"806","0IPJ","05/24/2018","CERTIFICATION/COMPLAINT","2"
"806","CWCS","07/10/2019","CERTIFICATION","2"
"806","JZW9","10/24/2018","COMPLAINT","2"
"806","NOIY","06/05/2017","COMPLAINT","2"
"806","SDA9","01/13/2017","CERTIFICATION/COMPLAINT","2"
"806","VVJM","09/06/2017","COMPLAINT","2"
"806","XXLN","06/08/2020","COMPLAINT","1"
"810","68Z5","06/28/2019","CERTIFICATION/COMPLAINT","2"
"810","NV9G","05/14/2020","COMPLAINT","1"
"810","V7SY","02/14/2018","CERTIFICATION/COMPLAINT","2"
"822","0BMX","06/12/2017","CERTIFICATION","2"
"822","KDCZ","04/17/2019","CERTIFICATION/COMPLAINT","2"
"822","KRXX","02/12/2020","COMPLAINT","2"
"822","MEBZ","06/03/2020","COMPLAINT","1"
"822","QHQS","05/04/2017","COMPLAINT","2"
"825","305O","10/23/2017","COMPLAINT","2"
"825","4PFR","11/13/2019","CERTIFICATION","2"
"825","CUZZ","05/20/2020","COMPLAINT","1"
"825","JUGZ","09/18/2020","CERTIFICATION/COMPLAINT","1"
"825","JWHZ","09/08/2017","COMPLAINT","3"
"825","O98U","10/31/2019","COMPLAINT","2"
"825","Q5B6","09/14/2020","COMPLAINT","1"
"825","WTQU","04/25/2018","CERTIFICATION/COMPLAINT","2"
"825","XBBW","05/13/2019","CERTIFICATION/COMPLAINT","4"
"839","3GNV","07/17/2020","COMPLAINT","1"
