Week Ending,Federal Provider Number,Provider Name,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,One-Week Supply of N95 Masks,One-Week Supply of Surgical Masks,One-Week Supply of Eye Protection,One-Week Supply of Gowns,One-Week Supply of Gloves,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County
9/27/20,335543,CAPSTONE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,3,0,0,0,120,116,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,25.9,0,0,Montgomery
10/4/20,335543,CAPSTONE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,3,0,0,0,120,117,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,25.6,0,0,Montgomery
10/11/20,335543,CAPSTONE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,3,0,0,0,120,117,0,5,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,25.6,0,0,Montgomery
10/18/20,335543,CAPSTONE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,3,1,0,0,120,116,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,25.9,0,0,Montgomery
10/25/20,335543,CAPSTONE CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,3,0,0,0,120,118,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,25.4,0,0,Montgomery
5/24/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,0,4,4,3,1,1,271,195,1,1,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,20.5,5.1,25,Kings
5/31/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,0,0,4,0,0,1,271,197,7,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,20.3,5.1,25,Kings
6/7/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,1,1,1,5,2,1,2,271,193,2,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,25.9,10.4,40,Kings
6/14/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,1,2,3,8,1,0,2,271,194,2,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,41.2,10.3,25,Kings
6/21/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,2,4,0,8,2,0,2,271,193,3,15,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,41.5,10.4,25,Kings
6/28/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,1,0,2,271,201,7,22,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39.8,10,25,Kings
7/5/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,0,0,2,271,206,3,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,38.8,9.7,25,Kings
7/12/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,2,0,2,271,210,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,38.1,9.5,25,Kings
7/19/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,1,0,2,271,212,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,37.7,9.4,25,Kings
7/26/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,0,0,2,271,213,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,37.6,9.4,25,Kings
8/2/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,0,0,2,271,209,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,38.3,9.6,25,Kings
8/9/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,1,0,2,271,206,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,38.8,9.7,25,Kings
8/16/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,0,0,2,271,205,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39,9.8,25,Kings
8/23/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,0,0,2,271,204,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39.2,9.8,25,Kings
8/30/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,2,0,2,271,204,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39.2,9.8,25,Kings
9/6/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,3,0,2,271,202,1,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39.6,9.9,25,Kings
9/13/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,0,0,2,271,205,0,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39,9.8,25,Kings
9/20/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,2,0,2,271,204,0,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39.2,9.8,25,Kings
9/27/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,1,0,2,271,202,0,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39.6,9.9,25,Kings
10/4/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,0,0,2,271,204,0,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,39.2,9.8,25,Kings
10/11/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,0,0,2,271,209,0,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,38.3,9.6,25,Kings
10/18/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,1,0,2,271,206,1,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,38.8,9.7,25,Kings
10/25/20,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,Y,0,4,0,8,2,0,2,271,217,0,27,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,36.9,9.2,25,Kings
5/24/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,3,3,15,15,5,2,2,236,151,10,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,99.3,13.2,13.3,Oneida
5/31/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,1,4,19,34,5,3,5,236,140,18,28,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,242.9,35.7,14.7,Oneida
6/7/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,1,5,15,49,3,2,7,236,134,11,39,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,365.7,52.2,14.3,Oneida
6/14/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,8,13,7,56,6,2,9,236,134,9,48,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,417.9,67.2,16.1,Oneida
6/21/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,16,29,5,61,4,4,13,236,141,4,52,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,432.6,92.2,21.3,Oneida
6/28/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,10,39,0,61,5,3,16,236,143,3,55,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,426.6,111.9,26.2,Oneida
7/5/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,11,50,0,61,4,4,20,236,148,2,57,0,0,N,N,N,N,Y,Y,Y,Y,Y,N,,,,,412.2,135.1,32.8,Oneida
7/12/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,2,52,0,61,2,1,21,236,142,0,57,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,429.6,147.9,34.4,Oneida
7/19/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,2,54,0,61,1,0,21,236,140,3,60,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,435.7,150,34.4,Oneida
7/26/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,2,56,0,61,2,2,23,236,139,0,60,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,438.8,165.5,37.7,Oneida
8/2/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,0,61,0,0,23,236,128,0,60,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,476.6,179.7,37.7,Oneida
8/9/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,0,61,0,0,23,236,128,0,60,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,476.6,179.7,37.7,Oneida
8/16/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,0,61,0,0,23,236,134,0,60,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,455.2,171.6,37.7,Oneida
8/23/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,0,61,0,0,23,236,131,1,61,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,465.6,175.6,37.7,Oneida
8/30/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,0,61,0,0,23,236,134,0,61,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,455.2,171.6,37.7,Oneida
9/6/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,0,61,0,0,23,236,134,2,63,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,455.2,171.6,37.7,Oneida
9/13/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,2,63,0,0,23,236,142,12,75,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,443.7,162,36.5,Oneida
9/20/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,3,66,1,0,23,236,136,1,76,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,485.3,169.1,34.8,Oneida
9/27/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,56,0,66,1,0,23,236,131,0,76,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,503.8,175.6,34.8,Oneida
10/4/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,4,60,2,68,1,0,23,236,129,4,80,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,527.1,178.3,33.8,Oneida
10/11/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,60,7,75,0,0,23,236,138,0,80,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,543.5,166.7,30.7,Oneida
10/18/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,1,61,4,79,0,0,23,236,137,0,80,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,576.6,167.9,29.1,Oneida
10/25/20,335546,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,Y,0,61,0,79,0,0,23,236,136,1,81,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,580.9,169.1,29.1,Oneida
5/24/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,80,77,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Onondaga
5/31/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,1,0,0,80,74,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Onondaga
6/7/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,1,0,0,80,75,1,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Onondaga
6/14/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,80,74,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Onondaga
6/21/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,1,0,0,80,74,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Onondaga
6/28/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,1,0,0,80,79,0,2,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Onondaga
7/5/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,80,77,2,4,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Onondaga
7/12/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,80,77,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Onondaga
7/19/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,80,76,1,5,0,0,N,N,N,N,Y,Y,Y,N,Y,N,N,,,,0,0,,Onondaga
7/26/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,80,75,3,8,0,0,N,N,N,N,Y,Y,Y,N,Y,Y,N,,,,0,0,,Onondaga
8/2/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,1,1,1,0,0,80,75,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,N,N,,,,13.3,0,0,Onondaga
8/9/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,1,0,0,80,76,1,9,0,0,N,N,N,N,N,Y,Y,N,Y,N,N,,,,13.2,0,0,Onondaga
8/16/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,0,0,0,80,76,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,13.2,0,0,Onondaga
8/23/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,0,0,0,80,74,2,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,13.5,0,0,Onondaga
8/30/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,1,0,0,80,75,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,13.3,0,0,Onondaga
9/6/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,0,0,0,80,78,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,12.8,0,0,Onondaga
9/13/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,1,0,0,80,78,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,12.8,0,0,Onondaga
9/20/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,1,0,0,80,76,0,11,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,13.2,0,0,Onondaga
9/27/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,2,0,0,80,78,0,11,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,12.8,0,0,Onondaga
10/4/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,0,0,0,80,78,0,11,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,12.8,0,0,Onondaga
10/11/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,0,0,0,80,75,0,11,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,13.3,0,0,Onondaga
10/18/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,0,0,0,80,79,0,11,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,12.7,0,0,Onondaga
10/25/20,335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,1,0,0,0,80,77,0,11,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,13,0,0,Onondaga
5/24/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,80,77,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
5/31/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,0,0,0,0,0,0,80,70,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
6/7/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,1,1,0,0,0,0,0,80,219,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
6/14/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,76,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
6/21/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,76,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
6/28/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,77,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
7/5/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,70,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
7/12/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,67,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
7/19/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,74,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
7/26/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,74,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
8/2/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,73,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
8/9/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,2,0,0,80,70,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
8/16/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,1,0,0,80,72,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
8/23/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,74,1,1,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
8/30/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,1,0,0,80,71,1,2,0,0,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,,,,0,0,,Warren
9/6/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,1,0,0,80,71,0,2,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,,,,0,0,,Warren
9/13/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,1,0,0,80,71,0,2,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
9/20/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,71,0,2,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
9/27/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,72,0,2,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
10/4/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,76,0,2,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
10/11/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,2,0,0,80,75,0,2,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
10/18/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,0,0,0,0,0,80,75,0,2,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Warren
10/25/20,335549,WARREN CENTER FOR REHABILITATION AND NURSING,Y,0,1,1,1,0,0,0,80,73,0,2,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,13.7,0,0,Warren
5/24/20,335554,"THE BRIGHTONIAN, INC",Y,0,0,13,13,9,8,8,54,30,1,1,0,0,Y,N,Y,Y,N,Y,N,N,Y,Y,N,,,,433.3,266.7,61.5,Monroe
5/31/20,335554,"THE BRIGHTONIAN, INC",Y,0,0,0,13,0,0,8,54,28,1,2,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,464.3,285.7,61.5,Monroe
6/7/20,335554,"THE BRIGHTONIAN, INC",Y,0,0,0,13,0,0,8,54,27,2,4,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,481.5,296.3,61.5,Monroe
6/14/20,335554,"THE BRIGHTONIAN, INC",Y,1,1,0,13,0,0,8,54,29,0,4,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,448.3,275.9,61.5,Monroe
6/21/20,335554,"THE BRIGHTONIAN, INC",Y,0,1,0,13,0,0,8,54,29,3,7,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,448.3,275.9,61.5,Monroe
6/28/20,335554,"THE BRIGHTONIAN, INC",Y,1,2,0,13,0,0,8,54,33,1,8,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,393.9,242.4,61.5,Monroe
7/5/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,8,54,36,1,9,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,361.1,222.2,61.5,Monroe
7/12/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,2,1,9,54,38,0,9,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,342.1,236.8,69.2,Monroe
7/19/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,9,54,37,0,9,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,351.4,243.2,69.2,Monroe
7/26/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,9,54,39,1,10,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,333.3,230.8,69.2,Monroe
8/2/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,1,0,9,54,40,1,11,0,0,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,,,,325,225,69.2,Monroe
8/9/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,9,54,40,2,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,325,225,69.2,Monroe
8/16/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,1,0,9,54,41,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,317.1,219.5,69.2,Monroe
8/23/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,9,54,45,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,288.9,200,69.2,Monroe
8/30/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,9,54,43,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,302.3,209.3,69.2,Monroe
9/6/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,1,0,9,54,42,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,309.5,214.3,69.2,Monroe
9/13/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,9,54,43,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,302.3,209.3,69.2,Monroe
9/20/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,2,0,9,54,44,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,295.5,204.5,69.2,Monroe
9/27/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,1,0,9,54,42,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,309.5,214.3,69.2,Monroe
10/4/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,1,0,9,54,43,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,302.3,209.3,69.2,Monroe
10/11/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,9,54,43,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,302.3,209.3,69.2,Monroe
10/18/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,1,0,9,54,43,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,302.3,209.3,69.2,Monroe
10/25/20,335554,"THE BRIGHTONIAN, INC",Y,0,2,0,13,0,0,9,54,46,0,13,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,282.6,195.7,69.2,Monroe
5/24/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,17,17,13,13,25,11,11,588,466,8,8,1,1,N,N,N,N,N,Y,Y,Y,N,N,Y,39,0,Y,27.9,23.6,84.6,Nassau
5/31/20,335555,COLD SPRING HILLS CENTER FOR NURSING AND REHAB,Y,0,17,0,13,7,0,11,588,448,7,15,0,1,N,N,N,N,Y,Y,Y,N,N,Y,Y,39,0,Y,29,24.6,84.6,Nassau
